Case,OverlapChecked,TableType,AVG_Lux,W01,W02,W03,W04,W05,W06
CASE_16/900,False,01,206,15.402064,15.672624,15.46536,1.603043,3.313202,2.127765
CASE_16/900,False,01,1038,3.311734,1.603148,2.125755,15.672312,15.402074,15.467214
CASE_16/900,False,01,1059,8.981783,8.501466,8.615317,8.981783,8.501467,8.617366
CASE_16/900,False,01,218,15.672313,15.402075,15.465208,3.311733,1.603148,2.127766
CASE_17/900,False,01,970,1.711578,3.276745,2.140859,15.303037,15.556044,15.358837
CASE_17/900,False,01,999,8.503196,8.950526,8.599891,8.503196,8.950526,8.601681
CASE_17/900,False,01,211,15.303038,15.556045,15.356977,1.711577,3.276745,2.141889
CASE_17/900,False,01,980,3.275311,1.711773,2.13984,15.555742,15.303059,15.358837
CASE_17/900,False,01,994,8.950001,8.503236,8.599637,8.950001,8.503236,8.601681
CASE_17/900,False,01,221,15.555743,15.30306,15.356835,3.275311,1.711773,2.14189
CASE_18/900,False,01,970,1.824622,3.246045,2.16403,15.204682,15.43988,15.251002
CASE_18/900,False,01,999,8.506121,8.919734,8.585329,8.506121,8.919734,8.587131
CASE_18/900,False,01,211,15.204682,15.439881,15.249136,1.824622,3.246045,2.165177
CASE_18/900,False,01,980,3.244649,1.824898,2.1631,15.439587,15.204715,15.251002
CASE_18/900,False,01,994,8.919226,8.50618,8.585095,8.919226,8.50618,8.587132
CASE_18/900,False,01,221,15.439588,15.204716,15.249004,3.244649,1.824897,2.165178
CASE_19/900,False,01,970,1.94139,3.221266,2.196082,15.10701,15.324141,15.143719
CASE_19/900,False,01,999,8.51022,8.889961,8.571909,8.51022,8.889961,8.573724
CASE_19/900,False,01,211,15.107011,15.324142,15.141848,1.941389,3.221266,2.197338
CASE_19/900,False,01,980,3.219912,1.941735,2.195241,15.323857,15.107054,15.14372
CASE_19/900,False,01,994,8.88947,8.510299,8.571694,8.88947,8.510299,8.573724
CASE_19/900,False,01,221,15.323857,15.107055,15.141726,3.219911,1.941734,2.197339
CASE_20/900,False,01,948,1.118599,3.641267,2.237195,16.009596,16.380315,16.128225
CASE_20/900,False,01,967,6.021482,6.94736,6.325506,11.012578,11.544888,11.183468
CASE_20/900,False,01,239,11.012578,11.544888,11.181711,6.021483,6.94736,6.32708
CASE_20/900,False,01,235,16.009597,16.380316,16.126406,1.118598,3.641267,2.237311
CASE_20/900,False,01,958,3.639654,1.117848,2.235695,16.379956,16.009543,16.128225
CASE_20/900,False,01,972,6.946515,6.021343,6.324976,11.54438,11.012502,11.183469
CASE_20/900,False,01,235,11.544379,11.012502,11.181411,6.946515,6.021343,6.327081
CASE_20/900,False,01,241,16.379957,16.009544,16.126198,3.639654,1.117847,2.237313
CASE_21/900,False,01,1037,1.170902,3.574713,2.196541,15.906808,16.26143,16.016829
CASE_21/900,False,01,1066,6.047243,6.926522,6.326367,10.975169,11.483114,11.133169
CASE_21/900,False,01,244,10.975169,11.483114,11.131402,6.047243,6.926522,6.327965
CASE_21/900,False,01,241,15.906809,16.261431,16.015004,1.170901,3.574713,2.196785
CASE_21/900,False,01,1049,3.573117,1.170328,2.195089,16.26108,15.906766,16.016829
CASE_21/900,False,01,1068,6.925698,6.047132,6.325864,11.482617,10.975108,11.13317
CASE_21/900,False,01,242,11.482617,10.975108,11.131116,6.925699,6.047132,6.327965
CASE_21/900,False,01,248,16.26108,15.906767,16.014805,3.573116,1.170327,2.196787
CASE_22/900,False,01,1037,1.237238,3.512594,2.16438,15.804618,16.142909,15.90591
CASE_22/900,False,01,1066,6.074724,6.907231,6.328985,10.938647,11.421977,11.083644
CASE_22/900,False,01,244,10.938648,11.421978,11.081868,6.074723,6.90723,6.330604
CASE_22/900,False,01,241,15.804619,16.14291,15.90408,1.237238,3.512594,2.164756
CASE_22/900,False,01,1049,3.511018,1.236831,2.162984,16.142566,15.804586,15.905911
CASE_22/900,False,01,1068,6.906429,6.074641,6.328508,11.421492,10.938601,11.083644
CASE_22/900,False,01,242,11.421493,10.938602,11.081595,6.906428,6.07464,6.330605
CASE_22/900,False,01,248,16.142567,15.804587,15.90389,3.511018,1.23683,2.164758
CASE_23/900,False,01,1037,1.315487,3.455151,2.141095,15.703036,16.024759,15.795479
CASE_23/900,False,01,1066,6.103901,6.889497,6.333355,10.903022,11.36149,11.034903
CASE_23/900,False,01,244,10.903022,11.36149,11.033117,6.103902,6.889497,6.334998
CASE_23/900,False,01,241,15.703037,16.02476,15.793643,1.315486,3.455151,2.141605
CASE_23/900,False,01,1049,3.453597,1.315232,2.139762,16.024424,15.703015,15.795479
CASE_23/900,False,01,1068,6.888718,6.103846,6.332905,11.361018,10.902991,11.034904
CASE_23/900,False,01,242,11.361017,10.902991,11.032859,6.888718,6.103846,6.334998
CASE_23/900,False,01,248,16.024425,15.703016,15.793462,3.453596,1.315231,2.141607
CASE_24/900,False,01,1022,1.403658,3.402619,2.126978,15.602075,15.906989,15.685546
CASE_24/900,False,01,1060,6.134751,6.873335,6.339476,10.868303,11.301663,10.986958
CASE_24/900,False,01,248,10.868303,11.301662,10.985162,6.134751,6.873335,6.34114
CASE_24/900,False,01,249,15.602076,15.90699,15.683704,1.403657,3.402619,2.127622
CASE_24/900,False,01,1038,3.40109,1.403538,2.125716,15.906662,15.602064,15.685546
CASE_24/900,False,01,1059,6.872578,6.134724,6.339052,11.301202,10.868288,10.986959
CASE_24/900,False,01,244,11.301202,10.868288,10.984918,6.872578,6.134724,6.34114
CASE_24/900,False,01,250,15.906663,15.602065,15.683532,3.40109,1.403537,2.127624
CASE_25/900,False,01,1022,1.500001,3.355229,2.122212,15.501747,15.789608,15.57612
CASE_25/900,False,01,1060,6.16725,6.858756,6.347342,10.834498,11.242504,10.939818
CASE_25/900,False,01,248,10.834498,11.242505,10.938013,6.167249,6.858755,6.349026
CASE_25/900,False,01,249,15.501747,15.789608,15.574272,1.5,3.355229,2.122988
CASE_25/900,False,01,1038,3.353729,1.5,2.121026,15.789289,15.501747,15.57612
CASE_25/900,False,01,1059,6.858022,6.167249,6.346945,11.242057,10.834498,10.939818
CASE_25/900,False,01,244,11.242057,10.834498,10.937783,6.858021,6.167249,6.349027
CASE_25/900,False,01,250,15.78929,15.501747,15.574111,3.353729,1.5,2.12299
CASE_26/900,False,01,1022,1.603044,3.313203,2.126859,15.402063,15.672623,15.467214
CASE_26/900,False,01,1060,6.201369,6.845767,6.356945,10.801616,11.184027,10.893494
CASE_26/900,False,01,248,10.801616,11.184027,10.89168,6.201369,6.845768,6.358651
CASE_26/900,False,01,249,15.402064,15.672624,15.46536,1.603043,3.313202,2.127765
CASE_26/900,False,01,1038,3.311734,1.603148,2.125755,15.672312,15.402074,15.467214
CASE_26/900,False,01,1059,6.845057,6.201395,6.356576,11.183592,10.801631,10.893495
CASE_26/900,False,01,244,11.183592,10.801631,10.891464,6.845057,6.201396,6.358652
CASE_26/900,False,01,250,15.672313,15.402075,15.465208,3.311733,1.603148,2.127766
CASE_27/900,False,01,970,1.711578,3.276745,2.140859,15.303037,15.556044,15.358837
CASE_27/900,False,01,999,6.237083,6.834381,6.368279,10.769666,11.126242,10.847997
CASE_27/900,False,01,241,10.769665,11.126242,10.846173,6.237083,6.834381,6.370006
CASE_27/900,False,01,240,15.303038,15.556045,15.356977,1.711577,3.276745,2.141889
CASE_27/900,False,01,980,3.275311,1.711773,2.13984,15.555742,15.303059,15.358837
CASE_27/900,False,01,994,6.833693,6.237136,6.367937,11.12582,10.769697,10.847998
CASE_27/900,False,01,242,11.125819,10.769696,10.845972,6.833694,6.237136,6.370006
CASE_27/900,False,01,241,15.555743,15.30306,15.356835,3.275311,1.711773,2.14189
CASE_28/900,False,01,970,1.824622,3.246045,2.16403,15.204682,15.43988,15.251002
CASE_28/900,False,01,999,6.274365,6.824604,6.381335,10.738654,11.069157,10.803336
CASE_28/900,False,01,241,10.738655,11.069158,10.801504,6.274365,6.824603,6.383081
CASE_28/900,False,01,240,15.204682,15.439881,15.249136,1.824622,3.246045,2.165177
CASE_28/900,False,01,980,3.244649,1.824898,2.1631,15.439587,15.204715,15.251002
CASE_28/900,False,01,994,6.82394,6.274445,6.38102,11.068748,10.738701,10.803337
CASE_28/900,False,01,242,11.068749,10.738701,10.801317,6.82394,6.274445,6.383081
CASE_28/900,False,01,241,15.439588,15.204716,15.249004,3.244649,1.824897,2.165178
CASE_29/900,False,01,970,1.94139,3.221266,2.196082,15.10701,15.324141,15.143719
CASE_29/900,False,01,999,6.313187,6.816443,6.396101,10.708591,11.012787,10.759524
CASE_29/900,False,01,241,10.708591,11.012787,10.757681,6.313187,6.816443,6.397867
CASE_29/900,False,01,240,15.107011,15.324142,15.141848,1.941389,3.221266,2.197338
CASE_29/900,False,01,980,3.219912,1.941735,2.195241,15.323857,15.107054,15.14372
CASE_29/900,False,01,994,6.815803,6.313293,6.395813,11.012391,10.708653,10.759524
CASE_29/900,False,01,242,11.012391,10.708653,10.757509,6.815803,6.313294,6.397867
CASE_29/900,False,01,241,15.323857,15.107055,15.141726,3.219911,1.941734,2.197339
CASE_30/900,False,01,948,1.118599,3.641267,2.237195,16.009596,16.380315,16.128225
CASE_30/900,False,01,967,4.776809,5.901311,5.154773,12.261561,12.741799,12.415466
CASE_30/900,False,01,300,8.515639,9.193676,8.733263,8.515639,9.193676,8.734958
CASE_30/900,False,01,198,12.261561,12.741799,12.413688,4.77681,5.901311,5.156234
CASE_30/900,False,01,298,16.009597,16.380316,16.126406,1.118598,3.641267,2.237311
CASE_30/900,False,01,958,3.639654,1.117848,2.235695,16.379956,16.009543,16.128225
CASE_30/900,False,01,972,5.900316,4.776634,5.154122,12.741338,12.261492,12.415467
CASE_30/900,False,01,300,9.193037,8.515541,8.732879,9.193037,8.515541,8.734959
CASE_30/900,False,01,205,12.741338,12.261492,12.413418,5.900316,4.776634,5.156235
CASE_30/900,False,01,301,16.379957,16.009544,16.126198,3.639654,1.117847,2.237313
CASE_31/900,False,01,1037,1.170902,3.574713,2.196541,15.906808,16.26143,16.016829
CASE_31/900,False,01,1066,4.817178,5.883261,5.163233,12.207907,12.666513,12.35034
CASE_31/900,False,01,311,8.510338,9.156059,8.710892,8.510339,9.156059,8.712601
CASE_31/900,False,01,202,12.207907,12.666513,12.348553,4.817178,5.883261,5.164727
CASE_31/900,False,01,305,15.906809,16.261431,16.015004,1.170901,3.574713,2.196785
CASE_31/900,False,01,1049,3.573117,1.170328,2.195089,16.26108,15.906766,16.016829
CASE_31/900,False,01,1068,5.882291,4.817038,5.162616,12.666063,12.207852,12.35034
CASE_31/900,False,01,309,9.155436,8.510259,8.710526,9.155436,8.51026,8.712601
CASE_31/900,False,01,211,12.666062,12.207852,12.348295,5.882292,4.817038,5.164728
CASE_31/900,False,01,309,16.26108,15.906767,16.014805,3.573116,1.170327,2.196787
CASE_32/900,False,01,1037,1.237238,3.512594,2.16438,15.804618,16.142909,15.90591
CASE_32/900,False,01,1066,4.859783,5.867287,5.174096,12.155045,12.59177,12.285886
CASE_32/900,False,01,311,8.50621,9.119384,8.689614,8.50621,9.119384,8.691337
CASE_32/900,False,01,202,12.155044,12.59177,12.284091,4.859783,5.867287,5.175622
CASE_32/900,False,01,305,15.804619,16.14291,15.90408,1.237238,3.512594,2.164756
CASE_32/900,False,01,1049,3.511018,1.236831,2.162984,16.142566,15.804586,15.905911
CASE_32/900,False,01,1068,5.866343,4.859679,5.173513,12.59133,12.155003,12.285886
CASE_32/900,False,01,309,9.118777,8.506151,8.689266,9.118777,8.506151,8.691337
CASE_32/900,False,01,211,12.59133,12.155003,12.283845,5.866343,4.85968,5.175623
CASE_32/900,False,01,309,16.142567,15.804587,15.90389,3.511018,1.23683,2.164758
CASE_33/900,False,01,1037,1.315487,3.455151,2.141095,15.703036,16.024759,15.795479
CASE_33/900,False,01,1066,4.904568,5.853404,5.187346,12.102984,12.517579,12.222114
CASE_33/900,False,01,311,8.503256,9.083662,8.669437,8.503256,9.083662,8.671173
CASE_33/900,False,01,202,12.102984,12.517579,12.220311,4.904568,5.853405,5.188903
CASE_33/900,False,01,305,15.703037,16.02476,15.793643,1.315486,3.455151,2.141605
CASE_33/900,False,01,1049,3.453597,1.315232,2.139762,16.024424,15.703015,15.795479
CASE_33/900,False,01,1068,5.852487,4.904499,5.186797,12.51715,12.102956,12.222114
CASE_33/900,False,01,309,9.083071,8.503216,8.669108,9.083071,8.503216,8.671174
CASE_33/900,False,01,211,12.51715,12.102956,12.220078,5.852487,4.904499,5.188904
CASE_33/900,False,01,309,16.024425,15.703016,15.793462,3.453596,1.315231,2.141607
CASE_34/900,False,01,1022,1.403658,3.402619,2.126978,15.602075,15.906989,15.685546
CASE_34/900,False,01,1060,4.951472,5.841629,5.202966,12.051736,12.44395,12.159036
CASE_34/900,False,01,320,8.501476,9.048904,8.650369,8.501477,9.048904,8.652119
CASE_34/900,False,01,206,12.051736,12.44395,12.157225,4.951472,5.84163,5.204552
CASE_34/900,False,01,316,15.602076,15.90699,15.683704,1.403657,3.402619,2.127622
CASE_34/900,False,01,1038,3.40109,1.403538,2.125716,15.906662,15.602064,15.685546
CASE_34/900,False,01,1059,5.840739,4.951438,5.20245,12.443532,12.051722,12.159037
CASE_34/900,False,01,316,9.048329,8.501457,8.650059,9.048329,8.501457,8.652119
CASE_34/900,False,01,218,12.443532,12.051722,12.157004,5.840739,4.951438,5.204553
CASE_34/900,False,01,315,15.906663,15.602065,15.683532,3.40109,1.403537,2.127624
CASE_35/900,False,01,1022,1.500001,3.355229,2.122212,15.501747,15.789608,15.57612
CASE_35/900,False,01,1060,5.000437,5.831975,5.220933,12.001311,12.370894,12.096663
CASE_35/900,False,01,320,8.500873,9.015121,8.632417,8.500874,9.015121,8.634181
CASE_35/900,False,01,206,12.00131,12.370894,12.094843,5.000437,5.831975,5.222549
CASE_35/900,False,01,316,15.501747,15.789608,15.574272,1.5,3.355229,2.122988
CASE_35/900,False,01,1038,3.353729,1.5,2.121026,15.789289,15.501747,15.57612
CASE_35/900,False,01,1059,5.831111,5.000436,5.220451,12.370487,12.001311,12.096663
CASE_35/900,False,01,316,9.014563,8.500873,8.632126,9.014563,8.500874,8.634181
CASE_35/900,False,01,218,12.370487,12.00131,12.094635,5.831112,5.000437,5.22255
CASE_35/900,False,01,315,15.78929,15.501747,15.574111,3.353729,1.5,2.12299
CASE_36/900,False,01,1022,1.603044,3.313203,2.126859,15.402063,15.672623,15.467214
CASE_36/900,False,01,1060,5.051402,5.82445,5.241225,11.951718,12.29842,12.035005
CASE_36/900,False,01,299,8.501447,8.982325,8.615589,8.501447,8.982325,8.617366
CASE_36/900,False,01,206,11.951718,12.29842,12.033177,5.051402,5.82445,5.242869
CASE_36/900,False,01,295,15.402064,15.672624,15.46536,1.603043,3.313202,2.127765
CASE_36/900,False,01,1038,3.311734,1.603148,2.125755,15.672312,15.402074,15.467214
CASE_36/900,False,01,1059,5.823615,5.051435,5.240777,12.298024,11.951732,12.035005
CASE_36/900,False,01,293,8.981783,8.501466,8.615317,8.981783,8.501467,8.617366
CASE_36/900,False,01,218,12.298024,11.951732,12.032982,5.823615,5.051435,5.242869
CASE_36/900,False,01,295,15.672313,15.402075,15.465208,3.311733,1.603148,2.127766
CASE_37/900,False,01,970,1.711578,3.276745,2.140859,15.303037,15.556044,15.358837
CASE_37/900,False,01,999,5.104307,5.819064,5.263813,11.90297,12.226539,11.974074
CASE_37/900,False,01,305,8.503196,8.950526,8.599891,8.503196,8.950526,8.601681
CASE_37/900,False,01,211,11.90297,12.226539,11.972237,5.104307,5.819065,5.265485
CASE_37/900,False,01,302,15.303038,15.556045,15.356977,1.711577,3.276745,2.141889
CASE_37/900,False,01,980,3.275311,1.711773,2.13984,15.555742,15.303059,15.358837
CASE_37/900,False,01,994,5.818257,5.104372,5.263399,12.226155,11.902998,11.974074
CASE_37/900,False,01,301,8.950001,8.503236,8.599637,8.950001,8.503236,8.601681
CASE_37/900,False,01,221,12.226154,11.902998,11.972055,5.818257,5.104373,5.265485
CASE_37/900,False,01,300,15.555743,15.30306,15.356835,3.275311,1.711773,2.14189
CASE_38/900,False,01,970,1.824622,3.246045,2.16403,15.204682,15.43988,15.251002
CASE_38/900,False,01,999,5.159093,5.815823,5.288669,11.855075,12.155261,11.91388
CASE_38/900,False,01,305,8.506121,8.919734,8.585329,8.506121,8.919734,8.587131
CASE_38/900,False,01,211,11.855075,12.155261,11.912035,5.159093,5.815824,5.290367
CASE_38/900,False,01,302,15.204682,15.439881,15.249136,1.824622,3.246045,2.165177
CASE_38/900,False,01,980,3.244649,1.824898,2.1631,15.439587,15.204715,15.251002
CASE_38/900,False,01,994,5.815044,5.15919,5.288288,12.154888,11.855118,11.91388
CASE_38/900,False,01,301,8.919226,8.50618,8.585095,8.919226,8.50618,8.587132
CASE_38/900,False,01,221,12.154888,11.855117,11.911866,5.815045,5.159191,5.290367
CASE_38/900,False,01,300,15.439588,15.204716,15.249004,3.244649,1.824897,2.165178
CASE_39/900,False,01,970,1.94139,3.221266,2.196082,15.10701,15.324141,15.143719
CASE_39/900,False,01,999,5.215701,5.814731,5.315761,11.808045,12.084597,11.854435
CASE_39/900,False,01,305,8.51022,8.889961,8.571909,8.51022,8.889961,8.573724
CASE_39/900,False,01,211,11.808045,12.084597,11.852582,5.215701,5.814731,5.317484
CASE_39/900,False,01,302,15.107011,15.324142,15.141848,1.941389,3.221266,2.197338
CASE_39/900,False,01,980,3.219912,1.941735,2.195241,15.323857,15.107054,15.14372
CASE_39/900,False,01,994,5.81398,5.215829,5.315414,12.084236,11.808102,11.854435
CASE_39/900,False,01,301,8.88947,8.510299,8.571694,8.88947,8.510299,8.573724
CASE_39/900,False,01,221,12.084236,11.808102,11.852426,5.813981,5.215829,5.317484
CASE_39/900,False,01,300,15.323857,15.107055,15.141726,3.219911,1.941734,2.197339
CASE_40/900,False,01,948,1.118599,3.641267,2.237195,16.009596,16.380315,16.128225
CASE_40/900,False,01,967,4.031632,5.316166,4.473012,13.011057,13.464589,13.156308
CASE_40/900,False,01,372,7.018621,7.827426,7.281128,10.013603,10.596216,10.201051
CASE_40/900,False,01,216,10.013602,10.596216,10.199314,7.018621,7.827426,7.282761
CASE_40/900,False,01,219,13.011057,13.464589,13.154519,4.031632,5.316166,4.474371
CASE_40/900,False,01,369,16.009597,16.380316,16.126406,1.118598,3.641267,2.237311
CASE_40/900,False,01,958,3.639654,1.117848,2.235695,16.379956,16.009543,16.128225
CASE_40/900,False,01,972,5.315061,4.031424,4.472262,13.464153,13.010992,13.156308
CASE_40/900,False,01,370,7.826676,7.018501,7.280667,10.595662,10.013519,10.201051
CASE_40/900,False,01,216,10.595662,10.013518,10.198985,7.826676,7.018502,7.282762
CASE_40/900,False,01,218,13.464153,13.010992,13.154264,5.315061,4.031424,4.474372
CASE_40/900,False,01,370,16.379957,16.009544,16.126198,3.639654,1.117847,2.237313
CASE_41/900,False,01,1037,1.170902,3.574713,2.196541,15.906808,16.26143,16.016829
CASE_41/900,False,01,1066,4.080128,5.296698,4.483439,12.947617,13.380895,13.082108
CASE_41/900,False,01,391,7.032156,7.801204,7.273582,9.989111,10.544662,10.162265
CASE_41/900,False,01,219,9.989111,10.544662,10.160518,7.032156,7.801204,7.275234
CASE_41/900,False,01,226,12.947617,13.380894,13.080312,4.080129,5.296698,4.484839
CASE_41/900,False,01,389,15.906809,16.261431,16.015004,1.170901,3.574713,2.196785
CASE_41/900,False,01,1049,3.573117,1.170328,2.195089,16.26108,15.906766,16.016829
CASE_41/900,False,01,1068,5.295621,4.079964,4.482728,13.380468,12.947565,13.082108
CASE_41/900,False,01,389,7.800472,7.03206,7.273144,10.544121,9.989044,10.162266
CASE_41/900,False,01,220,10.544121,9.989044,10.160204,7.800472,7.032061,7.275235
CASE_41/900,False,01,221,13.380468,12.947565,13.080068,5.295621,4.079964,4.48484
CASE_41/900,False,01,387,16.26108,15.906767,16.014805,3.573116,1.170327,2.196787
CASE_42/900,False,01,1037,1.237238,3.512594,2.16438,15.804618,16.142909,15.90591
CASE_42/900,False,01,1066,4.131348,5.279735,4.496868,12.88492,13.297696,13.008531
CASE_42/900,False,01,358,7.047141,7.77623,7.26746,9.965603,10.493846,10.124358
CASE_42/900,False,01,219,9.965603,10.493846,10.1226,7.047141,7.77623,7.26913
CASE_42/900,False,01,226,12.88492,13.297696,13.006727,4.131348,5.279735,4.498308
CASE_42/900,False,01,358,15.804619,16.14291,15.90408,1.237238,3.512594,2.164756
CASE_42/900,False,01,1049,3.511018,1.236831,2.162984,16.142566,15.804586,15.905911
CASE_42/900,False,01,1068,5.278686,4.131226,4.496196,13.29728,12.884881,13.008531
CASE_42/900,False,01,356,7.775518,7.047069,7.267044,10.493319,9.965553,10.124359
CASE_42/900,False,01,220,10.493318,9.965552,10.122301,7.775518,7.047069,7.269131
CASE_42/900,False,01,221,13.29728,12.884881,13.006494,5.278686,4.131226,4.498309
CASE_42/900,False,01,351,16.142567,15.804587,15.90389,3.511018,1.23683,2.164758
CASE_43/900,False,01,1037,1.315487,3.455151,2.141095,15.703036,16.024759,15.795479
CASE_43/900,False,01,1066,4.185191,5.2653,4.51327,12.822977,13.215003,12.935586
