Case,OverlapChecked,TableType,AVG_Lux,W01,W02,W03,W04,W05,W06
CASE_183/900,False,01,1476,8.872492,8.872775,8.74492,16.406211,16.406365,16.339246
CASE_183/900,False,01,658,9.516484,9.516749,9.397659,15.053038,15.053205,14.979818
CASE_183/900,False,01,379,10.369527,10.36977,10.260585,13.753013,13.753196,13.672606
CASE_183/900,False,01,260,11.384724,11.384945,11.285586,12.522701,12.522902,12.434091
CASE_183/900,False,01,219,12.522701,12.522902,12.432641,11.384724,11.384945,11.286909
CASE_183/900,False,01,226,13.753013,13.753196,13.67106,10.369527,10.36977,10.261738
CASE_183/900,False,01,264,15.053038,15.053205,14.9782,9.516485,9.516749,9.398588
CASE_183/900,False,01,369,16.406211,16.406365,16.337573,8.872492,8.872776,8.745563
CASE_183/900,False,01,632,17.800417,17.800559,17.737175,8.48528,8.485577,8.352098
CASE_183/900,False,01,1424,8.943703,8.354181,8.522974,18.023448,17.738297,17.820204
CASE_183/900,False,01,1068,9.311872,8.747197,8.908547,16.647931,16.338792,16.427489
CASE_183/900,False,01,528,9.927403,9.399778,9.550109,15.316129,14.979529,15.07602
CASE_183/900,False,01,332,10.74788,10.262526,10.400394,14.040485,13.672517,13.777939
CASE_183/900,False,01,242,11.730379,11.287351,11.412845,12.837752,12.434242,12.549823
CASE_183/900,False,01,209,12.837752,12.434242,12.548272,11.730379,11.287351,11.414279
CASE_183/900,False,01,213,14.040485,13.672517,13.776301,10.747881,10.262526,10.401668
CASE_183/900,False,01,248,15.316128,14.979529,15.074317,9.927403,9.399778,9.551172
CASE_183/900,False,01,326,16.647931,16.338792,16.425738,9.311872,8.747197,8.909339
CASE_183/900,False,01,515,18.023449,17.738298,17.818416,8.943703,8.35418,8.523437
CASE_184/900,False,01,1022,8.368557,8.924142,8.519773,17.649001,17.919119,17.722834
CASE_184/900,False,01,1060,8.771606,9.303151,8.915988,16.270803,16.563411,16.350673
CASE_184/900,False,01,562,9.424934,9.921539,9.559454,14.932206,15.250519,15.018992
CASE_184/900,False,01,343,10.280937,10.738027,10.404396,13.644871,13.992501,13.739569
CASE_184/900,False,01,248,11.293625,11.711256,11.406127,12.424743,12.805538,12.528422
CASE_184/900,False,01,216,12.424743,12.805538,12.527091,11.293625,11.711256,11.407321
CASE_184/900,False,01,218,13.644871,13.992501,13.738133,10.280937,10.738027,10.40541
CASE_184/900,False,01,249,14.932206,15.250519,15.017475,9.424934,9.921539,9.560237
CASE_184/900,False,01,345,16.270803,16.563411,16.349092,8.771606,9.303152,8.916485
CASE_184/900,False,01,556,17.649002,17.919119,17.721204,8.368557,8.924142,8.519934
CASE_184/900,False,01,1038,8.501175,8.501472,8.367945,17.712269,17.712411,17.650425
CASE_184/900,False,01,1297,8.898219,8.898502,8.771021,16.339408,16.339562,16.272159
CASE_184/900,False,01,658,9.542882,9.543146,9.42439,15.006932,15.0071,14.933479
CASE_184/900,False,01,379,10.389172,10.389415,10.280439,13.726607,13.726791,13.64604
CASE_184/900,False,01,260,11.392242,11.392463,11.293171,12.514451,12.514652,12.42578
CASE_184/900,False,01,219,12.51445,12.514652,12.42433,11.392243,11.392464,11.294495
CASE_184/900,False,01,226,13.726607,13.72679,13.644496,10.389172,10.389415,10.281596
CASE_184/900,False,01,264,15.006932,15.0071,14.931863,9.542882,9.543146,9.425327
CASE_184/900,False,01,369,16.339408,16.339562,16.270488,8.898219,8.898502,8.77168
CASE_184/900,False,01,632,17.71227,17.712412,17.648712,8.501175,8.501471,8.368269
CASE_184/900,False,01,1244,8.923559,8.368537,8.519458,17.918828,17.648992,17.722834
CASE_184/900,False,01,1059,9.302592,8.771586,8.915687,16.563097,16.270793,16.350673
CASE_184/900,False,01,563,9.921015,9.424916,9.559173,15.250178,14.932195,15.018993
CASE_184/900,False,01,342,10.737543,10.280921,10.404138,13.992129,13.644859,13.739569
CASE_184/900,False,01,244,11.710812,11.29361,11.405892,12.805132,12.42473,12.528422
CASE_184/900,False,01,214,12.805132,12.42473,12.526877,11.710812,11.29361,11.407321
CASE_184/900,False,01,216,13.992129,13.644859,13.737937,10.737543,10.280921,10.40541
CASE_184/900,False,01,250,15.250178,14.932195,15.017296,9.921015,9.424916,9.560238
CASE_184/900,False,01,337,16.563097,16.270793,16.348928,9.302592,8.771587,8.916486
CASE_184/900,False,01,549,17.918829,17.648993,17.721052,8.923559,8.368537,8.519934
CASE_185/900,False,01,1022,8.385255,8.906181,8.518585,17.560372,17.815,17.626061
CASE_185/900,False,01,1060,8.797733,9.295572,8.924903,16.203498,16.479105,16.27448
CASE_185/900,False,01,562,9.451372,9.91645,9.569859,14.885588,15.185134,14.962622
CASE_185/900,False,01,343,10.300362,10.728701,10.40919,13.61796,13.944762,13.701902
CASE_185/900,False,01,248,11.300761,11.692509,11.400043,12.416025,12.773615,12.507794
CASE_185/900,False,01,216,12.416025,12.773615,12.506456,11.300761,11.692509,11.401246
CASE_185/900,False,01,218,13.617961,13.944763,13.700461,10.300362,10.728701,10.410218
CASE_185/900,False,01,249,14.885588,15.185134,14.9611,9.451372,9.91645,9.570662
CASE_185/900,False,01,345,16.203498,16.479105,16.272895,8.797733,9.295572,8.925425
CASE_185/900,False,01,556,17.560372,17.815,17.624428,8.385255,8.906181,8.518778
CASE_185/900,False,01,1038,8.518215,8.51851,8.385255,17.624248,17.624391,17.562083
CASE_185/900,False,01,1297,8.92455,8.924832,8.797733,16.272702,16.272857,16.205167
CASE_185/900,False,01,658,9.56953,9.569793,9.451372,14.96089,14.961058,14.887202
CASE_185/900,False,01,379,10.408888,10.40913,10.300362,13.700231,13.700414,13.619503
CASE_185/900,False,01,260,11.399767,11.399988,11.300761,12.506205,12.506406,12.417474
CASE_185/900,False,01,219,12.506205,12.506406,12.416025,11.399767,11.399988,11.302086
CASE_185/900,False,01,226,13.700231,13.700415,13.617961,10.408887,10.409129,10.301523
CASE_185/900,False,01,264,14.960889,14.961058,14.885588,9.56953,9.569793,9.452318
CASE_185/900,False,01,369,16.272702,16.272857,16.203498,8.92455,8.924832,8.798407
CASE_185/900,False,01,632,17.624249,17.624392,17.560372,8.518215,8.51851,8.385602
CASE_185/900,False,01,1244,8.905616,8.385255,8.518289,17.814717,17.560371,17.626061
CASE_185/900,False,01,1059,9.295031,8.797733,8.924621,16.4788,16.203498,16.27448
CASE_185/900,False,01,563,9.915943,9.451372,9.569596,15.184803,14.885588,14.962622
CASE_185/900,False,01,342,10.728232,10.300362,10.408949,13.944402,13.61796,13.701902
CASE_185/900,False,01,244,11.692078,11.300761,11.399822,12.773221,12.416025,12.507795
CASE_185/900,False,01,214,12.773221,12.416025,12.506255,11.692079,11.300761,11.401247
CASE_185/900,False,01,216,13.944402,13.617961,13.700277,10.728231,10.300362,10.410218
CASE_185/900,False,01,250,15.184802,14.885588,14.960932,9.915943,9.451372,9.570663
CASE_185/900,False,01,337,16.4788,16.203498,16.272741,9.295031,8.797733,8.925426
CASE_185/900,False,01,549,17.814718,17.560372,17.624285,8.905616,8.385255,8.518778
CASE_186/900,False,01,1022,8.404299,8.890434,8.519744,17.472437,17.711398,17.529894
CASE_186/900,False,01,1060,8.825602,9.289715,8.935604,16.136907,16.395345,16.198919
CASE_186/900,False,01,562,9.479116,9.912679,9.581619,14.839707,15.120332,14.906916
CASE_186/900,False,01,343,10.320827,10.720403,10.415049,13.591814,13.89766,13.664945
CASE_186/900,False,01,248,11.308788,11.674599,11.394844,12.408117,12.742406,12.487943
CASE_186/900,False,01,216,12.408116,12.742406,12.486598,11.308789,11.674599,11.396057
CASE_186/900,False,01,218,13.591814,13.89766,13.663498,10.320827,10.720403,10.416091
CASE_186/900,False,01,249,14.839706,15.120332,14.90539,9.479116,9.912679,9.582441
CASE_186/900,False,01,345,16.136907,16.395344,16.197331,8.825602,9.289715,8.936153
CASE_186/900,False,01,556,17.472437,17.711398,17.528259,8.404299,8.890434,8.51997
CASE_186/900,False,01,1038,8.536392,8.536687,8.403719,17.536356,17.5365,17.473867
CASE_186/900,False,01,1297,8.951479,8.95176,8.825049,16.206094,16.20625,16.138271
CASE_186/900,False,01,658,9.596425,9.596688,9.478602,14.914913,14.915082,14.84099
CASE_186/900,False,01,379,10.428672,10.428914,10.320355,13.673885,13.674069,13.592996
CASE_186/900,False,01,260,11.407297,11.407518,11.308357,12.497963,12.498165,12.409172
CASE_186/900,False,01,219,12.497963,12.498165,12.407724,11.407297,11.407518,11.309684
CASE_186/900,False,01,226,13.673885,13.674069,13.591455,10.428672,10.428914,10.32152
CASE_186/900,False,01,264,14.914913,14.915081,14.839378,9.596425,9.596688,9.479557
CASE_186/900,False,01,369,16.206094,16.20625,16.136605,8.951479,8.95176,8.825738
CASE_186/900,False,01,632,17.536357,17.5365,17.472158,8.536392,8.536686,8.404089
CASE_186/900,False,01,1244,8.889886,8.404319,8.519468,17.711123,17.472446,17.529895
CASE_186/900,False,01,1059,9.289191,8.82562,8.935341,16.395048,16.136917,16.198919
CASE_186/900,False,01,563,9.912188,9.479134,9.581374,15.120011,14.839718,14.906916
CASE_186/900,False,01,342,10.719949,10.320843,10.414824,13.89731,13.591826,13.664945
CASE_186/900,False,01,244,11.674182,11.308803,11.394638,12.742024,12.40813,12.487943
CASE_186/900,False,01,214,12.742024,12.40813,12.48641,11.674182,11.308803,11.396058
CASE_186/900,False,01,216,13.89731,13.591826,13.663326,10.719949,10.320843,10.416091
CASE_186/900,False,01,250,15.12001,14.839718,14.905233,9.912188,9.479134,9.582441
CASE_186/900,False,01,337,16.395048,16.136917,16.197186,9.289191,8.825621,8.936153
CASE_186/900,False,01,549,17.711124,17.472447,17.528125,8.889886,8.404319,8.51997
CASE_187/900,False,01,970,8.425675,8.876912,8.523249,17.385208,17.608322,17.434345
CASE_187/900,False,01,999,8.855195,9.285582,8.948087,16.071038,16.312138,16.123999
CASE_187/900,False,01,532,9.508157,9.910227,9.594729,14.794566,15.05612,14.851882
CASE_187/900,False,01,327,10.342326,10.713135,10.421971,13.566436,13.8512,13.628703
CASE_187/900,False,01,241,11.317705,11.65753,11.390532,12.401019,12.711917,12.468872
CASE_187/900,False,01,217,12.401019,12.711917,12.46752,11.317705,11.65753,11.391754
CASE_187/900,False,01,218,13.566436,13.8512,13.627251,10.342326,10.713135,10.423026
CASE_187/900,False,01,240,14.794566,15.05612,14.850352,9.508157,9.910227,9.59557
CASE_187/900,False,01,322,16.071038,16.312138,16.122408,8.855195,9.285582,8.948661
CASE_187/900,False,01,524,17.385208,17.608323,17.432706,8.425675,8.876911,8.523508
CASE_187/900,False,01,980,8.555699,8.555993,8.423331,17.448594,17.448738,17.385778
CASE_187/900,False,01,1130,8.979001,8.979282,8.852965,16.139587,16.139743,16.071473
CASE_187/900,False,01,574,9.623566,9.623828,9.50608,14.869001,14.86917,14.794841
CASE_187/900,False,01,347,10.448525,10.448766,10.340416,13.64757,13.647755,13.56652
CASE_187/900,False,01,251,11.414833,11.415054,11.315959,12.489726,12.489928,12.400874
CASE_187/900,False,01,220,12.489726,12.489928,12.399427,11.414833,11.415054,11.317287
CASE_187/900,False,01,225,13.64757,13.647755,13.56498,10.448526,10.448766,10.341585
CASE_187/900,False,01,246,14.869,14.86917,14.793231,9.623567,9.623828,9.507043
CASE_187/900,False,01,341,16.139587,16.139743,16.069809,8.979001,8.979282,8.853668
CASE_187/900,False,01,563,17.448595,17.448739,17.384072,8.555699,8.555993,8.423722
CASE_187/900,False,01,1087,8.876382,8.425715,8.522993,17.608055,17.385227,17.434345
CASE_187/900,False,01,994,9.285076,8.855233,8.947843,16.31185,16.071059,16.123999
CASE_187/900,False,01,531,9.909753,9.508192,9.594502,15.055808,14.794589,14.851882
CASE_187/900,False,01,326,10.712696,10.342358,10.421762,13.850861,13.566461,13.628703
CASE_187/900,False,01,242,11.657127,11.317734,11.39034,12.711548,12.401046,12.468872
CASE_187/900,False,01,218,12.711548,12.401046,12.467345,11.657127,11.317734,11.391755
CASE_187/900,False,01,217,13.850861,13.566461,13.627091,10.712696,10.342358,10.423026
CASE_187/900,False,01,241,15.055808,14.794589,14.850206,9.909753,9.508192,9.59557
CASE_187/900,False,01,320,16.31185,16.071059,16.122273,9.285076,8.855233,8.948661
CASE_187/900,False,01,515,17.608056,17.385228,17.432581,8.876382,8.425714,8.523508
CASE_188/900,False,01,970,8.449364,8.865625,8.529099,17.298695,17.505782,17.339422
CASE_188/900,False,01,999,8.886496,9.283177,8.962343,16.005902,16.229493,16.04973
CASE_188/900,False,01,532,9.538481,9.909096,9.609183,14.750175,14.992506,14.797528
CASE_188/900,False,01,327,10.364852,10.706901,10.429954,13.541831,13.805388,13.593181
CASE_188/900,False,01,241,11.327508,11.641306,11.387107,12.394734,12.682153,12.450584
CASE_188/900,False,01,215,12.394735,12.682153,12.449226,11.327507,11.641305,11.388339
CASE_188/900,False,01,213,13.541831,13.805389,13.591725,10.364852,10.7069,10.431022
CASE_188/900,False,01,240,14.750176,14.992506,14.795995,9.538481,9.909095,9.610042
CASE_188/900,False,01,322,16.005902,16.229494,16.048137,8.886496,9.283177,8.962942
CASE_188/900,False,01,524,17.298696,17.505783,17.337781,8.449363,8.865625,8.52939
CASE_188/900,False,01,980,8.576129,8.576422,8.444081,17.360964,17.361109,17.297819
CASE_188/900,False,01,1130,9.007111,9.007391,8.881473,16.07318,16.073337,16.004775
CASE_188/900,False,01,574,9.650951,9.651212,9.533802,14.823154,14.823324,14.748757
CASE_188/900,False,01,347,10.468448,10.468688,10.360546,13.621286,13.62147,13.540073
CASE_188/900,False,01,251,11.422376,11.422596,11.323568,12.481493,12.481695,12.39258
CASE_188/900,False,01,223,12.481494,12.481696,12.391134,11.422375,11.422596,11.324896
CASE_188/900,False,01,223,13.621286,13.621471,13.538536,10.468447,10.468688,10.361718
CASE_188/900,False,01,246,14.823155,14.823325,14.74715,9.650951,9.651212,9.534773
CASE_188/900,False,01,341,16.073181,16.073338,16.003114,9.007111,9.00739,8.882191
CASE_188/900,False,01,563,17.360965,17.36111,17.296116,8.576128,8.576422,8.444494
CASE_188/900,False,01,1087,8.865114,8.449423,8.528863,17.505523,17.298724,17.339422
CASE_188/900,False,01,994,9.282689,8.886553,8.962118,16.229214,16.005933,16.04973
CASE_188/900,False,01,531,9.908639,9.538534,9.608974,14.992204,14.750209,14.797528
CASE_188/900,False,01,326,10.706477,10.364901,10.429761,13.80506,13.541868,13.593181
CASE_188/900,False,01,242,11.640917,11.327552,11.386931,12.681795,12.394775,12.450585
CASE_188/900,False,01,220,12.681796,12.394775,12.449064,11.640916,11.327552,11.388339
CASE_188/900,False,01,215,13.805061,13.541869,13.591577,10.706477,10.3649,10.431022
CASE_188/900,False,01,241,14.992204,14.75021,14.795859,9.908638,9.538533,9.610042
CASE_188/900,False,01,320,16.229215,16.005934,16.048011,9.282689,8.886552,8.962942
CASE_188/900,False,01,515,17.505524,17.298725,17.337665,8.865114,8.449423,8.52939
CASE_189/900,False,01,970,8.475346,8.856583,8.537287,17.212909,17.403787,17.245137
CASE_189/900,False,01,999,8.919487,9.2825,8.978364,15.941506,16.14742,15.976121
CASE_189/900,False,01,532,9.570076,9.909284,9.624975,14.706541,14.929498,14.743862
CASE_189/900,False,01,327,10.388399,10.7017,10.438995,13.518003,13.760232,13.558387
CASE_189/900,False,01,241,11.338195,11.625929,11.384571,12.389264,12.653119,12.433085
CASE_189/900,False,01,215,12.389264,12.653119,12.431719,11.338195,11.625929,11.385813
CASE_189/900,False,01,213,13.518003,13.760232,13.556924,10.388399,10.701701,10.440077
CASE_189/900,False,01,240,14.706541,14.929497,14.742324,9.570076,9.909284,9.625852
CASE_189/900,False,01,322,15.941506,16.14742,15.974523,8.919487,9.2825,8.978988
CASE_189/900,False,01,524,17.21291,17.403788,17.243493,8.475346,8.856582,8.537611
CASE_189/900,False,01,980,8.597673,8.597966,8.465961,17.273469,17.273615,17.209992
CASE_189/900,False,01,1130,9.035803,9.036081,8.910569,16.006877,16.007034,15.938178
CASE_189/900,False,01,574,9.678577,9.678837,9.561766,14.777376,14.777546,14.702739
CASE_189/900,False,01,347,10.488437,10.488677,10.380744,13.595032,13.595218,13.513657
CASE_189/900,False,01,251,11.429924,11.430144,11.331182,12.473265,12.473467,12.384291
CASE_189/900,False,01,223,12.473265,12.473467,12.382845,11.429924,11.430144,11.332511
CASE_189/900,False,01,223,13.595032,13.595217,13.512121,10.488438,10.488678,10.381921
CASE_189/900,False,01,246,14.777375,14.777546,14.701134,9.678577,9.678837,9.562746
CASE_189/900,False,01,341,16.006877,16.007034,15.936519,9.035803,9.036081,8.911302
CASE_189/900,False,01,563,17.27347,17.273615,17.208291,8.597673,8.597966,8.466396
CASE_189/900,False,01,1087,8.85609,8.475425,8.537071,17.403536,17.212948,17.245137
CASE_189/900,False,01,994,9.28203,8.919562,8.978159,16.14715,15.941548,15.976121
CASE_189/900,False,01,531,9.908844,9.570146,9.624783,14.929205,14.706586,14.743862
CASE_189/900,False,01,326,10.701293,10.388463,10.438818,13.759915,13.518053,13.558387
CASE_189/900,False,01,242,11.625554,11.338254,11.384409,12.652774,12.389318,12.433085
CASE_189/900,False,01,220,12.652774,12.389318,12.43157,11.625554,11.338254,11.385813
CASE_189/900,False,01,215,13.759915,13.518053,13.556788,10.701293,10.388463,10.440077
CASE_189/900,False,01,241,14.929205,14.706586,14.742199,9.908844,9.570146,9.625853
CASE_189/900,False,01,320,16.14715,15.941548,15.974408,9.28203,8.919562,8.978989
CASE_189/900,False,01,515,17.403537,17.212949,17.243386,8.85609,8.475425,8.537611
CASE_190/900,False,01,948,8.325489,9.017834,8.547955,18.010265,18.340589,18.115798
CASE_190/900,False,01,967,8.635082,9.304418,8.849769,16.691596,17.04749,16.805238
CASE_190/900,False,01,597,9.182405,9.814485,9.38458,15.406171,15.791063,15.529035
CASE_190/900,False,01,372,9.928219,10.515564,10.115498,14.163046,14.58079,14.296395
CASE_190/900,False,01,261,10.831599,11.372383,11.003514,12.974388,13.429158,13.119601
CASE_190/900,False,01,216,11.856585,12.352577,12.013842,11.856585,12.352578,12.015074
CASE_190/900,False,01,198,12.974387,13.429158,13.118251,10.831599,11.372383,11.004595
CASE_190/900,False,01,219,14.163047,14.580791,14.294953,9.928218,10.515564,10.116386
CASE_190/900,False,01,262,15.406171,15.791063,15.52752,9.182405,9.814485,9.385227
CASE_190/900,False,01,369,16.691596,17.04749,16.803665,8.635082,9.304418,8.850127
CASE_190/900,False,01,587,18.010266,18.34059,18.114178,8.325489,9.017833,8.547986
CASE_190/900,False,01,958,8.444524,8.444822,8.310385,18.065599,18.065739,18.005012
CASE_190/900,False,01,1648,8.749906,8.750194,8.62052,16.751286,16.751437,16.685753
CASE_190/900,False,01,859,9.290467,9.290738,9.168713,15.470822,15.470984,15.399651
CASE_190/900,False,01,461,10.028248,10.028499,9.915557,14.233345,14.233522,14.155749
CASE_190/900,False,01,296,10.923358,10.923589,10.819994,13.05109,13.051283,12.966197
CASE_190/900,False,01,233,11.94047,11.940681,11.845984,11.94047,11.940681,11.847376
CASE_190/900,False,01,224,13.05109,13.051283,12.964701,10.923359,10.923589,10.821249
CASE_190/900,False,01,234,14.233345,14.233522,14.154174,10.028247,10.028498,9.916632
CASE_190/900,False,01,298,15.470821,15.470984,15.398014,9.290467,9.290738,9.169559
CASE_190/900,False,01,448,16.751286,16.751436,16.684067,8.749906,8.750194,8.621083
CASE_190/900,False,01,820,18.0656,18.065739,18.003289,8.444524,8.444822,8.310619
CASE_190/900,False,01,1606,9.017182,8.325388,8.547563,18.340269,18.010219,18.115798
CASE_190/900,False,01,972,9.303787,8.634984,8.84939,17.047146,16.691545,16.805238
CASE_190/900,False,01,589,9.813887,9.182313,9.384222,15.790691,15.406116,15.529036
CASE_190/900,False,01,370,10.515006,9.928134,10.115167,14.580387,14.162987,14.296395
CASE_190/900,False,01,264,11.371867,10.831522,11.003209,13.428721,12.974323,13.119602
CASE_190/900,False,01,216,12.352102,11.856514,12.013562,12.352102,11.856514,12.015074
CASE_190/900,False,01,205,13.428721,12.974323,13.117995,11.371867,10.831522,11.004595
CASE_190/900,False,01,218,14.580388,14.162988,14.294718,10.515005,9.928134,10.116387
CASE_190/900,False,01,264,15.790691,15.406116,15.527304,9.813887,9.182313,9.385228
CASE_190/900,False,01,370,17.047146,16.691545,16.803465,9.303787,8.634984,8.850128
CASE_190/900,False,01,582,18.34027,18.010219,18.113993,9.017182,8.325388,8.547986
CASE_191/900,False,01,1037,8.332677,8.991166,8.537405,17.918958,18.23449,18.016695
CASE_191/900,False,01,1066,8.65337,9.289153,8.850683,16.619424,16.959152,16.724586
CASE_191/900,False,01,625,9.203801,9.803954,9.389554,15.352631,15.71976,15.466223
CASE_191/900,False,01,391,9.9459,10.503736,10.118038,14.127389,14.525519,14.25055
CASE_191/900,False,01,270,10.840374,11.354351,10.998522,12.955495,13.388517,13.089466
CASE_191/900,False,01,219,11.852778,12.324606,11.997589,11.852779,12.324606,11.99883
CASE_191/900,False,01,202,12.955494,13.388517,13.08811,10.840374,11.354351,10.999615
CASE_191/900,False,01,226,14.12739,14.525519,14.249103,9.945899,10.503736,10.118942
CASE_191/900,False,01,264,15.352631,15.719759,15.464704,9.203801,9.803954,9.390223
CASE_191/900,False,01,389,16.619424,16.959152,16.723009,8.65337,9.289153,8.851068
CASE_191/900,False,01,612,17.918959,18.23449,18.015073,8.332677,8.991166,8.537468
CASE_191/900,False,01,1049,8.456949,8.457246,8.32301,17.977083,17.977223,17.916186
CASE_191/900,False,01,1476,8.7731,8.773387,8.644062,16.682078,16.682229,16.616262
CASE_191/900,False,01,807,9.31646,9.31673,9.19505,15.420433,15.420596,15.349021
CASE_191/900,False,01,461,10.050243,10.050494,9.937802,14.201042,14.20122,14.123263
CASE_191/900,False,01,296,10.936187,10.936417,10.832945,13.035771,13.035964,12.950774
CASE_191/900,False,01,233,11.94047,11.940681,11.845984,11.94047,11.940681,11.847376
CASE_191/900,False,01,224,13.03577,13.035963,12.949279,10.936187,10.936417,10.834202
CASE_191/900,False,01,234,14.201043,14.20122,14.12169,10.050243,10.050493,9.938883
CASE_191/900,False,01,298,15.420433,15.420596,15.347386,9.31646,9.31673,9.195906
CASE_191/900,False,01,448,16.682078,16.682229,16.614579,8.7731,8.773387,8.64464
CASE_191/900,False,01,770,17.977084,17.977224,17.914465,8.456949,8.457246,8.323267
CASE_191/900,False,01,1424,8.990532,8.332597,8.537032,18.234177,17.91892,18.016695
CASE_191/900,False,01,1068,9.288539,8.653292,8.850323,16.958815,16.619384,16.724586
CASE_191/900,False,01,616,9.803372,9.203728,9.389215,15.719397,15.352587,15.466223
CASE_191/900,False,01,389,10.503193,9.945832,10.117723,14.525126,14.127342,14.25055
CASE_191/900,False,01,270,11.353848,10.840312,10.998233,13.388091,12.955443,13.089467
CASE_191/900,False,01,220,12.324143,11.852722,11.997323,12.324144,11.852722,11.99883
CASE_191/900,False,01,211,13.388091,12.955443,13.087866,11.353848,10.840312,10.999616
CASE_191/900,False,01,221,14.525127,14.127343,14.248879,10.503193,9.945832,10.118942
CASE_191/900,False,01,266,15.719397,15.352587,15.464497,9.803372,9.203728,9.390223
CASE_191/900,False,01,387,16.958815,16.619384,16.722819,9.288539,8.653292,8.851069
CASE_191/900,False,01,609,18.234178,17.918921,18.014896,8.990532,8.332596,8.537469
CASE_192/900,False,01,1037,8.342257,8.96665,8.529187,17.828305,18.128872,17.918161
CASE_192/900,False,01,1066,8.67351,9.275632,8.853449,16.547929,16.871322,16.644529
CASE_192/900,False,01,587,9.226621,9.794799,9.395973,15.299793,15.649001,15.404037
CASE_192/900,False,01,358,9.964713,10.493001,10.121724,14.092465,14.470838,14.205373
CASE_192/900,False,01,270,10.850101,11.337207,10.994475,12.937378,13.348532,13.060059
CASE_192/900,False,01,219,11.849815,12.297385,11.982149,11.849815,12.297385,11.983398
CASE_192/900,False,01,202,12.937378,13.348532,13.058695,10.850101,11.337207,10.995579
CASE_192/900,False,01,226,14.092466,14.470838,14.203921,9.964713,10.493001,10.122643
CASE_192/900,False,01,264,15.299793,15.649,15.402514,9.226621,9.7948,9.396663
CASE_192/900,False,01,358,16.547929,16.871322,16.642949,8.673511,9.275632,8.853861
CASE_192/900,False,01,578,17.828306,18.128873,17.916536,8.342257,8.96665,8.529283
CASE_192/900,False,01,1049,8.470536,8.470833,8.336816,17.888689,17.888829,17.827478
CASE_192/900,False,01,1476,8.79696,8.797246,8.668277,16.612967,16.613119,16.546867
CASE_192/900,False,01,752,9.342765,9.343035,9.221702,15.370113,15.370277,15.298459
CASE_192/900,False,01,419,10.07235,10.0726,9.960158,14.168779,14.168957,14.090817
CASE_192/900,False,01,296,10.949037,10.949267,10.845918,13.020464,13.020657,12.935363
CASE_192/900,False,01,233,11.94047,11.940681,11.845984,11.94047,11.940681,11.847376
CASE_192/900,False,01,224,13.020463,13.020657,12.93387,10.949037,10.949267,10.847177
CASE_192/900,False,01,234,14.16878,14.168958,14.089246,10.07235,10.072599,9.961244
CASE_192/900,False,01,298,15.370113,15.370277,15.296826,9.342765,9.343035,9.222568
CASE_192/900,False,01,406,16.612967,16.613119,16.545187,8.79696,8.797246,8.668872
CASE_192/900,False,01,716,17.888689,17.88883,17.82576,8.470536,8.470833,8.337095
CASE_192/900,False,01,1424,8.966033,8.342197,8.528833,18.128567,17.828277,17.918161
CASE_192/900,False,01,1068,9.275035,8.673452,8.853108,16.870994,16.547899,16.644529
CASE_192/900,False,01,582,9.794234,9.226566,9.395652,15.648647,15.29976,15.404038
CASE_192/900,False,01,356,10.492473,9.964663,10.121425,14.470455,14.09243,14.205374
CASE_192/900,False,01,270,11.336718,10.850054,10.9942,13.348117,12.937339,13.060059
CASE_192/900,False,01,220,12.296934,11.849772,11.981897,12.296934,11.849772,11.983398
CASE_192/900,False,01,211,13.348117,12.937339,13.058464,11.336718,10.850055,10.995579
CASE_192/900,False,01,221,14.470456,14.09243,14.203709,10.492473,9.964662,10.122643
CASE_192/900,False,01,266,15.648647,15.29976,15.402318,9.794234,9.226567,9.396663
CASE_192/900,False,01,351,16.870994,16.547899,16.642767,9.275035,8.673452,8.853862
CASE_192/900,False,01,573,18.128568,17.828277,17.916367,8.966033,8.342197,8.529284
CASE_193/900,False,01,1037,8.354221,8.944304,8.523308,17.738316,18.023746,17.820204
CASE_193/900,False,01,1066,8.695491,9.263861,8.858066,16.477119,16.784011,16.565074
CASE_193/900,False,01,587,9.250855,9.787026,9.403835,15.247663,15.578793,15.342486
CASE_193/900,False,01,358,9.984653,10.483361,10.126553,14.05828,14.416754,14.160872
CASE_193/900,False,01,262,10.860777,11.320955,10.991371,12.920041,13.309208,13.031382
CASE_193/900,False,01,219,11.847694,12.270917,11.967524,11.847694,12.270918,11.968782
CASE_193/900,False,01,202,12.920041,13.309208,13.030013,10.860777,11.320955,10.992487
CASE_193/900,False,01,226,14.058281,14.416755,14.159415,9.984653,10.483361,10.127488
CASE_193/900,False,01,259,15.247663,15.578793,15.340959,9.250855,9.787027,9.404545
CASE_193/900,False,01,358,16.477119,16.784011,16.563491,8.695491,9.263861,8.858505
CASE_193/900,False,01,578,17.738317,18.023746,17.818576,8.354221,8.944303,8.523437
CASE_193/900,False,01,1049,8.48528,8.485577,8.351796,17.800417,17.800558,17.73889
CASE_193/900,False,01,1476,8.821482,8.821767,8.693161,16.543955,16.544107,16.477568
CASE_193/900,False,01,752,9.369381,9.36965,9.248666,15.319864,15.320028,15.247966
CASE_193/900,False,01,419,10.094567,10.094816,9.982625,14.136556,14.136734,14.058409
CASE_193/900,False,01,287,10.961909,10.962138,10.858912,13.005169,13.005363,12.919965
CASE_193/900,False,01,233,11.94047,11.940681,11.845984,11.94047,11.940681,11.847376
CASE_193/900,False,01,224,13.005169,13.005363,12.918473,10.961909,10.962139,10.860172
