Case,OverlapChecked,TableType,AVG_Lux,W01,W02,W03,W04,W05,W06
CASE_23/900,False,01,1066,10.262559,10.74838,10.400668,13.672542,14.040867,13.777939
CASE_23/900,False,01,244,13.672541,14.040867,13.776508,10.262559,10.74838,10.401668
CASE_23/900,False,01,241,17.738317,18.023746,17.818576,8.354221,8.944303,8.523437
CASE_23/900,False,01,1049,8.943703,8.354181,8.522974,18.023448,17.738297,17.820204
CASE_23/900,False,01,1068,10.74788,10.262526,10.400394,14.040485,13.672517,13.777939
CASE_23/900,False,01,242,14.040485,13.672517,13.776301,10.747881,10.262526,10.401668
CASE_23/900,False,01,248,18.023449,17.738298,17.818416,8.943703,8.35418,8.523437
CASE_24/900,False,01,1022,8.368557,8.924142,8.519773,17.649001,17.919119,17.722834
CASE_24/900,False,01,1060,10.280937,10.738027,10.404396,13.644871,13.992501,13.739569
CASE_24/900,False,01,248,13.644871,13.992501,13.738133,10.280937,10.738027,10.40541
CASE_24/900,False,01,249,17.649002,17.919119,17.721204,8.368557,8.924142,8.519934
CASE_24/900,False,01,1038,8.923559,8.368537,8.519458,17.918828,17.648992,17.722834
CASE_24/900,False,01,1059,10.737543,10.280921,10.404138,13.992129,13.644859,13.739569
CASE_24/900,False,01,244,13.992129,13.644859,13.737937,10.737543,10.280921,10.40541
CASE_24/900,False,01,250,17.918829,17.648993,17.721052,8.923559,8.368537,8.519934
CASE_25/900,False,01,1022,8.385255,8.906181,8.518585,17.560372,17.815,17.626061
CASE_25/900,False,01,1060,10.300362,10.728701,10.40919,13.61796,13.944762,13.701902
CASE_25/900,False,01,248,13.617961,13.944763,13.700461,10.300362,10.728701,10.410218
CASE_25/900,False,01,249,17.560372,17.815,17.624428,8.385255,8.906181,8.518778
CASE_25/900,False,01,1038,8.905616,8.385255,8.518289,17.814717,17.560371,17.626061
CASE_25/900,False,01,1059,10.728232,10.300362,10.408949,13.944402,13.61796,13.701902
CASE_25/900,False,01,244,13.944402,13.617961,13.700277,10.728231,10.300362,10.410218
CASE_25/900,False,01,250,17.814718,17.560372,17.624285,8.905616,8.385255,8.518778
CASE_26/900,False,01,1022,8.404299,8.890434,8.519744,17.472437,17.711398,17.529894
CASE_26/900,False,01,1060,10.320827,10.720403,10.415049,13.591814,13.89766,13.664945
CASE_26/900,False,01,248,13.591814,13.89766,13.663498,10.320827,10.720403,10.416091
CASE_26/900,False,01,249,17.472437,17.711398,17.528259,8.404299,8.890434,8.51997
CASE_26/900,False,01,1038,8.889886,8.404319,8.519468,17.711123,17.472446,17.529895
CASE_26/900,False,01,1059,10.719949,10.320843,10.414824,13.89731,13.591826,13.664945
CASE_26/900,False,01,244,13.89731,13.591826,13.663326,10.719949,10.320843,10.416091
CASE_26/900,False,01,250,17.711124,17.472447,17.528125,8.889886,8.404319,8.51997
CASE_27/900,False,01,970,8.425675,8.876912,8.523249,17.385208,17.608322,17.434345
CASE_27/900,False,01,999,10.342326,10.713135,10.421971,13.566436,13.8512,13.628703
CASE_27/900,False,01,241,13.566436,13.8512,13.627251,10.342326,10.713135,10.423026
CASE_27/900,False,01,240,17.385208,17.608323,17.432706,8.425675,8.876911,8.523508
CASE_27/900,False,01,980,8.876382,8.425715,8.522993,17.608055,17.385227,17.434345
CASE_27/900,False,01,994,10.712696,10.342358,10.421762,13.850861,13.566461,13.628703
CASE_27/900,False,01,242,13.850861,13.566461,13.627091,10.712696,10.342358,10.423026
CASE_27/900,False,01,241,17.608056,17.385228,17.432581,8.876382,8.425714,8.523508
CASE_28/900,False,01,970,8.449364,8.865625,8.529099,17.298695,17.505782,17.339422
CASE_28/900,False,01,999,10.364852,10.706901,10.429954,13.541831,13.805388,13.593181
CASE_28/900,False,01,241,13.541831,13.805389,13.591725,10.364852,10.7069,10.431022
CASE_28/900,False,01,240,17.298696,17.505783,17.337781,8.449363,8.865625,8.52939
CASE_28/900,False,01,980,8.865114,8.449423,8.528863,17.505523,17.298724,17.339422
CASE_28/900,False,01,994,10.706477,10.364901,10.429761,13.80506,13.541868,13.593181
CASE_28/900,False,01,242,13.805061,13.541869,13.591577,10.706477,10.3649,10.431022
CASE_28/900,False,01,241,17.505524,17.298725,17.337665,8.865114,8.449423,8.52939
CASE_29/900,False,01,970,8.475346,8.856583,8.537287,17.212909,17.403787,17.245137
CASE_29/900,False,01,999,10.388399,10.7017,10.438995,13.518003,13.760232,13.558387
CASE_29/900,False,01,241,13.518003,13.760232,13.556924,10.388399,10.701701,10.440077
CASE_29/900,False,01,240,17.21291,17.403788,17.243493,8.475346,8.856582,8.537611
CASE_29/900,False,01,980,8.85609,8.475425,8.537071,17.403536,17.212948,17.245137
CASE_29/900,False,01,994,10.701293,10.388463,10.438818,13.759915,13.518053,13.558387
CASE_29/900,False,01,242,13.759915,13.518053,13.556788,10.701293,10.388463,10.440077
CASE_29/900,False,01,241,17.403537,17.212949,17.243386,8.85609,8.475425,8.537611
CASE_30/900,False,01,948,8.325489,9.017834,8.547955,18.010265,18.340589,18.115798
CASE_30/900,False,01,967,9.533122,10.143371,9.72801,14.778646,15.179458,14.906586
CASE_30/900,False,01,300,11.856585,12.352577,12.013842,11.856585,12.352578,12.015074
CASE_30/900,False,01,198,14.778646,15.179457,14.905105,9.533122,10.143371,9.728785
CASE_30/900,False,01,298,18.010266,18.34059,18.114178,8.325489,9.017833,8.547986
CASE_30/900,False,01,958,9.017182,8.325388,8.547563,18.340269,18.010219,18.115798
CASE_30/900,False,01,972,10.142792,9.533034,9.727666,15.179071,14.778589,14.906586
CASE_30/900,False,01,300,12.352102,11.856514,12.013562,12.352102,11.856514,12.015074
CASE_30/900,False,01,205,15.179071,14.778589,14.90488,10.142792,9.533034,9.728785
CASE_30/900,False,01,301,18.34027,18.010219,18.113993,9.017182,8.325388,8.547986
CASE_31/900,False,01,1037,8.332677,8.991166,8.537405,17.918958,18.23449,18.016695
CASE_31/900,False,01,1066,9.553413,10.13288,9.732496,14.734161,15.116317,14.852387
CASE_31/900,False,01,311,11.852778,12.324606,11.997589,11.852779,12.324606,11.99883
CASE_31/900,False,01,202,14.73416,15.116317,14.850901,9.553413,10.13288,9.733289
CASE_31/900,False,01,305,17.918959,18.23449,18.015073,8.332677,8.991166,8.537468
CASE_31/900,False,01,1049,8.990532,8.332597,8.537032,18.234177,17.91892,18.016695
CASE_31/900,False,01,1068,10.132317,9.553343,9.732168,15.11594,14.734115,14.852387
CASE_31/900,False,01,309,12.324143,11.852722,11.997323,12.324144,11.852722,11.99883
CASE_31/900,False,01,211,15.11594,14.734115,14.850686,10.132317,9.553343,9.733289
CASE_31/900,False,01,309,18.234178,17.918921,18.014896,8.990532,8.332596,8.537469
CASE_32/900,False,01,1037,8.342257,8.96665,8.529187,17.828305,18.128872,17.918161
CASE_32/900,False,01,1066,9.574967,10.123614,9.738263,14.690392,15.053743,14.798834
CASE_32/900,False,01,311,11.849815,12.297385,11.982149,11.849815,12.297385,11.983398
CASE_32/900,False,01,202,14.690391,15.053742,14.797344,9.574967,10.123614,9.739074
CASE_32/900,False,01,305,17.828306,18.128873,17.916536,8.342257,8.96665,8.529283
CASE_32/900,False,01,1049,8.966033,8.342197,8.528833,18.128567,17.828277,17.918161
CASE_32/900,False,01,1068,10.123067,9.574914,9.737953,15.053375,14.690357,14.798834
CASE_32/900,False,01,309,12.296934,11.849772,11.981897,12.296934,11.849772,11.983398
CASE_32/900,False,01,211,15.053375,14.690357,14.79714,10.123067,9.574914,9.739074
CASE_32/900,False,01,309,18.128568,17.828277,17.916367,8.966033,8.342197,8.529284
CASE_33/900,False,01,1037,8.354221,8.944304,8.523308,17.738316,18.023746,17.820204
CASE_33/900,False,01,1066,9.597775,10.115574,9.74531,14.647345,14.991741,14.745934
CASE_33/900,False,01,311,11.847694,12.270917,11.967524,11.847694,12.270918,11.968782
CASE_33/900,False,01,202,14.647345,14.99174,14.74444,9.597775,10.115574,9.746138
CASE_33/900,False,01,305,17.738317,18.023746,17.818576,8.354221,8.944303,8.523437
CASE_33/900,False,01,1049,8.943703,8.354181,8.522974,18.023448,17.738297,17.820204
CASE_33/900,False,01,1068,10.115043,9.59774,9.745017,14.991382,14.647322,14.745934
CASE_33/900,False,01,309,12.27048,11.847666,11.967286,12.27048,11.847666,11.968783
CASE_33/900,False,01,211,14.991382,14.647322,14.744246,10.115044,9.59774,9.746139
CASE_33/900,False,01,309,18.023449,17.738298,17.818416,8.943703,8.35418,8.523437
CASE_34/900,False,01,1022,8.368557,8.924142,8.519773,17.649001,17.919119,17.722834
CASE_34/900,False,01,1060,9.621828,10.108765,9.753633,14.605028,14.930318,14.693695
CASE_34/900,False,01,320,11.846417,12.24521,11.953718,11.846417,12.24521,11.954985
CASE_34/900,False,01,206,14.605028,14.930318,14.692196,9.621828,10.108765,9.754479
CASE_34/900,False,01,316,17.649002,17.919119,17.721204,8.368557,8.924142,8.519934
CASE_34/900,False,01,1038,8.923559,8.368537,8.519458,17.918828,17.648992,17.722834
CASE_34/900,False,01,1059,10.108251,9.62181,9.753358,14.92997,14.605016,14.693695
CASE_34/900,False,01,316,12.244785,11.846403,11.953494,12.244785,11.846403,11.954985
CASE_34/900,False,01,218,14.92997,14.605016,14.692013,10.108251,9.621811,9.75448
CASE_34/900,False,01,315,17.918829,17.648993,17.721052,8.923559,8.368537,8.519934
CASE_35/900,False,01,1022,8.385255,8.906181,8.518585,17.560372,17.815,17.626061
CASE_35/900,False,01,1060,9.647117,10.103189,9.763229,14.563446,14.869483,14.642123
CASE_35/900,False,01,320,11.845985,12.220266,11.940734,11.845985,12.220266,11.942009
CASE_35/900,False,01,206,14.563446,14.869483,14.640619,9.647117,10.103189,9.764093
CASE_35/900,False,01,316,17.560372,17.815,17.624428,8.385255,8.906181,8.518778
CASE_35/900,False,01,1038,8.905616,8.385255,8.518289,17.814717,17.560371,17.626061
CASE_35/900,False,01,1059,10.102691,9.647117,9.762971,14.869144,14.563446,14.642123
CASE_35/900,False,01,316,12.219854,11.845984,11.940523,12.219855,11.845985,11.942009
CASE_35/900,False,01,218,14.869144,14.563446,14.640447,10.102691,9.647117,9.764094
CASE_35/900,False,01,315,17.814718,17.560372,17.624285,8.905616,8.385255,8.518778
CASE_36/900,False,01,1022,8.404299,8.890434,8.519744,17.472437,17.711398,17.529894
CASE_36/900,False,01,1060,9.673632,10.098847,9.774095,14.522606,14.809242,14.591225
CASE_36/900,False,01,299,11.846396,12.196092,11.928574,11.846396,12.196092,11.929857
CASE_36/900,False,01,206,14.522605,14.809241,14.589717,9.673632,10.098847,9.774977
CASE_36/900,False,01,295,17.472437,17.711398,17.528259,8.404299,8.890434,8.51997
CASE_36/900,False,01,1038,8.889886,8.404319,8.519468,17.711123,17.472446,17.529895
CASE_36/900,False,01,1059,10.098366,9.673649,9.773855,14.808913,14.522617,14.591225
CASE_36/900,False,01,293,12.195693,11.84641,11.928377,12.195693,11.84641,11.929858
CASE_36/900,False,01,218,14.808913,14.522617,14.589556,10.098366,9.673649,9.774977
CASE_36/900,False,01,295,17.711124,17.472447,17.528125,8.889886,8.404319,8.51997
CASE_37/900,False,01,970,8.425675,8.876912,8.523249,17.385208,17.608322,17.434345
CASE_37/900,False,01,999,9.701363,10.095742,9.786226,14.482513,14.749602,14.541009
CASE_37/900,False,01,305,11.847651,12.172691,11.917241,11.847652,12.172691,11.918532
CASE_37/900,False,01,211,14.482513,14.749602,14.539497,9.701363,10.095742,9.787126
CASE_37/900,False,01,302,17.385208,17.608323,17.432706,8.425675,8.876911,8.523508
CASE_37/900,False,01,980,8.876382,8.425715,8.522993,17.608055,17.385227,17.434345
CASE_37/900,False,01,994,10.095277,9.701398,9.786004,14.749283,14.482536,14.541009
CASE_37/900,False,01,301,12.172305,11.84768,11.917058,12.172305,11.84768,11.918532
CASE_37/900,False,01,221,14.749283,14.482536,14.539347,10.095277,9.701398,9.787126
CASE_37/900,False,01,300,17.608056,17.385228,17.432581,8.876382,8.425714,8.523508
CASE_38/900,False,01,970,8.449364,8.865625,8.529099,17.298695,17.505782,17.339422
CASE_38/900,False,01,999,9.7303,10.093874,9.799618,14.443175,14.690571,14.491481
CASE_38/900,False,01,305,11.849751,12.150068,11.906736,11.849751,12.150068,11.908036
CASE_38/900,False,01,211,14.443175,14.690571,14.489965,9.7303,10.093874,9.800535
CASE_38/900,False,01,302,17.298696,17.505783,17.337781,8.449363,8.865625,8.52939
CASE_38/900,False,01,980,8.865114,8.449423,8.528863,17.505523,17.298724,17.339422
CASE_38/900,False,01,994,10.093426,9.730352,9.799413,14.690262,14.44321,14.491481
CASE_38/900,False,01,301,12.149695,11.849793,11.906567,12.149695,11.849793,11.908036
CASE_38/900,False,01,221,14.690262,14.44321,14.489826,10.093426,9.730352,9.800535
CASE_38/900,False,01,300,17.505524,17.298725,17.337665,8.865114,8.449423,8.52939
CASE_39/900,False,01,970,8.475346,8.856583,8.537287,17.212909,17.403787,17.245137
CASE_39/900,False,01,999,9.760432,10.093245,9.814266,14.404597,14.632156,14.442649
CASE_39/900,False,01,305,11.852693,12.128227,11.897064,11.852694,12.128228,11.898371
CASE_39/900,False,01,211,14.404597,14.632156,14.441129,9.760432,10.093245,9.815199
CASE_39/900,False,01,302,17.21291,17.403788,17.243493,8.475346,8.856582,8.537611
CASE_39/900,False,01,980,8.85609,8.475425,8.537071,17.403536,17.212948,17.245137
CASE_39/900,False,01,994,10.092813,9.760501,9.814078,14.631858,14.404644,14.44265
CASE_39/900,False,01,301,12.127868,11.85275,11.896908,12.127868,11.85275,11.898372
CASE_39/900,False,01,221,14.631858,14.404644,14.441001,10.092813,9.760501,9.815199
CASE_39/900,False,01,300,17.403537,17.212949,17.243386,8.85609,8.475425,8.537611
CASE_40/900,False,01,948,8.325489,9.017834,8.547955,18.010265,18.340589,18.115798
CASE_40/900,False,01,967,9.182405,9.814485,9.38458,15.406171,15.791063,15.529035
CASE_40/900,False,01,372,10.831599,11.372383,11.003514,12.974388,13.429158,13.119601
CASE_40/900,False,01,216,12.974387,13.429158,13.118251,10.831599,11.372383,11.004595
CASE_40/900,False,01,219,15.406171,15.791063,15.52752,9.182405,9.814485,9.385227
CASE_40/900,False,01,369,18.010266,18.34059,18.114178,8.325489,9.017833,8.547986
CASE_40/900,False,01,958,9.017182,8.325388,8.547563,18.340269,18.010219,18.115798
CASE_40/900,False,01,972,9.813887,9.182313,9.384222,15.790691,15.406116,15.529036
CASE_40/900,False,01,370,11.371867,10.831522,11.003209,13.428721,12.974323,13.119602
CASE_40/900,False,01,216,13.428721,12.974323,13.117995,11.371867,10.831522,11.004595
CASE_40/900,False,01,218,15.790691,15.406116,15.527304,9.813887,9.182313,9.385228
CASE_40/900,False,01,370,18.34027,18.010219,18.113993,9.017182,8.325388,8.547986
CASE_41/900,False,01,1037,8.332677,8.991166,8.537405,17.918958,18.23449,18.016695
CASE_41/900,False,01,1066,9.203801,9.803954,9.389554,15.352631,15.71976,15.466223
CASE_41/900,False,01,391,10.840374,11.354351,10.998522,12.955495,13.388517,13.089466
CASE_41/900,False,01,219,12.955494,13.388517,13.08811,10.840374,11.354351,10.999615
CASE_41/900,False,01,226,15.352631,15.719759,15.464704,9.203801,9.803954,9.390223
CASE_41/900,False,01,389,17.918959,18.23449,18.015073,8.332677,8.991166,8.537468
CASE_41/900,False,01,1049,8.990532,8.332597,8.537032,18.234177,17.91892,18.016695
CASE_41/900,False,01,1068,9.803372,9.203728,9.389215,15.719397,15.352587,15.466223
CASE_41/900,False,01,389,11.353848,10.840312,10.998233,13.388091,12.955443,13.089467
CASE_41/900,False,01,220,13.388091,12.955443,13.087866,11.353848,10.840312,10.999616
CASE_41/900,False,01,221,15.719397,15.352587,15.464497,9.803372,9.203728,9.390223
CASE_41/900,False,01,387,18.234178,17.918921,18.014896,8.990532,8.332596,8.537469
CASE_42/900,False,01,1037,8.342257,8.96665,8.529187,17.828305,18.128872,17.918161
CASE_42/900,False,01,1066,9.226621,9.794799,9.395973,15.299793,15.649001,15.404037
CASE_42/900,False,01,358,10.850101,11.337207,10.994475,12.937378,13.348532,13.060059
CASE_42/900,False,01,219,12.937378,13.348532,13.058695,10.850101,11.337207,10.995579
CASE_42/900,False,01,226,15.299793,15.649,15.402514,9.226621,9.7948,9.396663
CASE_42/900,False,01,358,17.828306,18.128873,17.916536,8.342257,8.96665,8.529283
CASE_42/900,False,01,1049,8.966033,8.342197,8.528833,18.128567,17.828277,17.918161
CASE_42/900,False,01,1068,9.794234,9.226566,9.395652,15.648647,15.29976,15.404038
CASE_42/900,False,01,356,11.336718,10.850054,10.9942,13.348117,12.937339,13.060059
CASE_42/900,False,01,220,13.348117,12.937339,13.058464,11.336718,10.850055,10.995579
CASE_42/900,False,01,221,15.648647,15.29976,15.402318,9.794234,9.226567,9.396663
CASE_42/900,False,01,351,18.128568,17.828277,17.916367,8.966033,8.342197,8.529284
CASE_43/900,False,01,1037,8.354221,8.944304,8.523308,17.738316,18.023746,17.820204
CASE_43/900,False,01,1066,9.250855,9.787026,9.403835,15.247663,15.578793,15.342486
