id,WallOffset,Xaxis,Yaxis,AVG_Lux,W01,W02,W03
1850,1.7,7.131096,-145.158053,220.775,7.687945,7.276897,7.16179
1851,1.7,4.410747,-145.158053,354.63375,5.257928,4.636222,4.453834
1852,1.7,1.690397,-145.158053,1001.36875,3.314774,2.199197,1.783997
1853,1.7,15.292144,-143.857632,1128.79125,15.384791,15.311493,15.384043
1854,1.7,12.571795,-143.857632,374.86,12.681929,12.592908,12.681183
1855,1.7,9.851446,-143.857632,231.9625,9.988565,9.875294,9.987822
1856,1.7,7.131096,-143.857632,230.30375,7.315199,7.159759,7.314465
1857,1.7,4.410747,-143.857632,371.655,4.696111,4.450108,4.695403
1858,1.7,1.690397,-143.857632,1093.98375,2.322794,1.77352,2.322244
1859,1.7,15.292144,-142.55721,1014.535,15.312793,15.366617,15.564741
1860,1.7,12.571795,-142.55721,352.95,12.594489,12.659874,12.899797
1861,1.7,9.851446,-142.55721,220.85625,9.87731,9.960549,10.263964
1862,1.7,7.131096,-142.55721,224.84375,7.16254,7.276898,7.687247
1863,1.7,4.410747,-142.55721,350.77125,4.454581,4.636222,5.257297
1864,1.7,1.690397,-142.55721,991.68625,1.784714,2.199198,3.314389
1865,1.8,15.192144,-145.058053,1024.89625,15.449382,15.258839,15.213744
1866,1.8,12.511795,-145.058053,360.9925,12.820578,12.590313,12.535784
1867,1.8,9.831446,-145.058053,228.96625,10.218591,9.928159,9.859121
1868,1.8,7.151096,-145.058053,220.775,7.670756,7.279371,7.185207
1869,1.8,4.470747,-145.058053,354.63375,5.256421,4.666765,4.518926
1870,1.8,1.790397,-145.058053,1001.36875,3.284503,2.221868,1.892809
1871,1.8,15.192144,-143.857632,1128.79125,15.285324,15.211546,15.284576
1872,1.8,12.511795,-143.857632,374.86,12.622399,12.532955,12.621653
1873,1.8,9.831446,-143.857632,231.9625,9.968818,9.85532,9.968075
1874,1.8,7.151096,-143.857632,230.30375,7.334728,7.17971,7.333994
1875,1.8,4.470747,-143.857632,371.655,4.75265,4.509733,4.751942
1876,1.8,1.790397,-143.857632,1093.98375,2.397016,1.869676,2.396452
1877,1.8,15.192144,-142.65721,1014.535,15.214496,15.258839,15.448642
1878,1.8,12.511795,-142.65721,352.95,12.536535,12.590313,12.819844
1879,1.8,9.831446,-142.65721,220.85625,9.859872,9.928159,10.217866
1880,1.8,7.151096,-142.65721,224.84375,7.185957,7.279371,7.670055
1881,1.8,4.470747,-142.65721,350.77125,4.519672,4.666766,5.25578
1882,1.8,1.790397,-142.65721,991.68625,1.893525,2.221869,3.284092
1883,1.9,15.092144,-144.958053,1024.89625,15.33371,15.151614,15.116131
1884,1.9,12.451795,-144.958053,360.9925,12.741193,12.521451,12.47865
1885,1.9,9.811446,-144.958053,228.96625,10.173308,9.896714,9.842708
1886,1.9,7.171096,-144.958053,220.775,7.654888,7.283272,7.209992
1887,1.9,4.530747,-144.958053,354.63375,5.2575,4.700005,4.586061
1888,1.9,1.890397,-144.958053,1001.36875,3.260091,2.253204,2.005694
1889,1.9,15.092144,-143.857632,1128.79125,15.185864,15.111601,15.185116
1890,1.9,12.451795,-143.857632,374.86,12.562874,12.473003,12.562128
1891,1.9,9.811446,-143.857632,231.9625,9.949071,9.835345,9.948329
1892,1.9,7.171096,-143.857632,230.30375,7.354259,7.199662,7.353524
1893,1.9,4.530747,-143.857632,371.655,4.809274,4.569368,4.808564
1894,1.9,1.890397,-143.857632,1093.98375,2.473055,1.966216,2.472478
1895,1.9,15.092144,-142.75721,1014.535,15.116883,15.151614,15.332969
1896,1.9,12.451795,-142.75721,352.95,12.479402,12.521451,12.740457
1897,1.9,9.811446,-142.75721,220.85625,9.843459,9.896714,10.172583
1898,1.9,7.171096,-142.75721,224.84375,7.210741,7.283272,7.654183
1899,1.9,4.530747,-142.75721,350.77125,4.586805,4.700005,5.256851
1900,1.9,1.890397,-142.75721,991.68625,2.006407,2.253205,3.259653
1901,1,15.992144,-145.858053,973.63625,16.389308,16.135617,16.018202
1902,1,13.491853,-145.858053,410.155,13.958328,13.659563,13.520802
1903,1,10.991562,-145.858053,241.46125,11.55696,11.194287,11.024711
1904,1,8.491271,-145.858053,199.37625,9.208401,8.748908,8.531081
1905,1,5.99098,-145.858053,237.5025,6.966268,6.346466,6.042958
1906,1,3.490689,-145.858053,407.14,4.976549,4.063838,3.57187
1907,1,0.990397,-145.858053,951.0925,3.675065,2.292344,1.225592
1908,1,15.992144,-143.857632,1674.4375,16.081246,16.011136,16.080497
1909,1,13.491853,-143.857632,517.1575,13.595292,13.51229,13.594545
1910,1,10.991562,-143.857632,263.67625,11.115772,11.014099,11.115027
1911,1,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
1912,1,5.99098,-143.857632,258.24625,6.206927,6.022952,6.2062
1913,1,3.490689,-143.857632,501.89625,3.842278,3.537386,3.841593
1914,1,0.990397,-143.857632,1630.98,1.871673,1.119447,1.871272
1915,1,15.992144,-141.85721,964.1475,16.018954,16.135618,16.388574
1916,1,13.491853,-141.85721,412.8575,13.521553,13.659563,13.9576
1917,1,10.991562,-141.85721,246.6625,11.025462,11.194288,11.556244
1918,1,8.491271,-141.85721,200.7575,8.531831,8.748909,9.207707
1919,1,5.99098,-141.85721,243.0675,6.043705,6.346467,6.965621
1920,1,3.490689,-141.85721,406.22625,3.572607,4.063839,4.976021
1921,1,0.990397,-141.85721,944.8675,1.226207,2.292346,3.674862
1922,1.1,15.892144,-145.758053,1107.775,16.270484,16.024275,15.915471
1923,1.1,13.425187,-145.758053,436.5625,13.868989,13.579308,13.450878
1924,1.1,10.958229,-145.758053,246.6325,11.495253,11.144038,10.987348
1925,1.1,8.491271,-145.758053,204.37625,9.170854,8.726586,8.525799
1926,1.1,6.024313,-145.758053,242.7175,6.945507,6.347346,6.068646
1927,1.1,3.557355,-145.758053,429.03,4.954525,4.073826,3.624835
1928,1.1,1.090397,-145.758053,1084.95375,3.609201,2.252793,1.273639
1929,1.1,15.892144,-143.857632,1456.8425,15.981733,15.911185,15.980985
1930,1.1,13.425187,-143.857632,517.1575,13.52908,13.445669,13.528333
1931,1.1,10.958229,-143.857632,263.67625,11.082778,10.980801,11.082034
1932,1.1,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
1933,1.1,6.024313,-143.857632,258.24625,6.239167,6.056171,6.238439
1934,1.1,3.557355,-143.857632,501.89625,3.903134,3.603396,3.902447
1935,1.1,1.090397,-143.857632,1426.0325,1.927038,1.209743,1.926609
1936,1.1,15.892144,-141.95721,1096.245,15.916223,16.024276,16.269749
1937,1.1,13.425187,-141.95721,429.7925,13.45163,13.579308,13.868261
1938,1.1,10.958229,-141.95721,244.94875,10.988099,11.144038,11.494535
1939,1.1,8.491271,-141.95721,207.99,8.52655,8.726587,9.170157
1940,1.1,6.024313,-141.95721,247.0625,6.069394,6.347347,6.944854
1941,1.1,3.557355,-141.95721,427.61625,3.625576,4.073827,4.953984
1942,1.1,1.090397,-141.95721,1078.37,1.27429,2.252794,3.608974
1943,1.2,15.792144,-145.658053,1107.775,16.152025,15.913411,15.813337
1944,1.2,13.35852,-145.658053,436.5625,13.78012,13.499646,13.381669
1945,1.2,10.924895,-145.658053,246.6325,11.434184,11.094562,10.950872
1946,1.2,8.491271,-145.658053,204.37625,9.134248,8.705356,8.521688
1947,1.2,6.057646,-145.658053,242.7175,6.926287,6.349976,6.096048
1948,1.2,3.624022,-145.658053,429.03,4.93533,4.087325,3.680964
1949,1.2,1.190397,-145.658053,1084.95375,3.547755,2.221555,1.335005
1950,1.2,15.792144,-143.857632,1456.8425,15.882227,15.811235,15.881479
1951,1.2,13.35852,-143.857632,517.1575,13.462873,13.379049,13.462126
1952,1.2,10.924895,-143.857632,263.67625,11.049787,10.947502,11.049043
1953,1.2,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
1954,1.2,6.057646,-143.857632,258.24625,6.271418,6.089391,6.27069
1955,1.2,3.624022,-143.857632,501.89625,3.964178,3.669429,3.963489
1956,1.2,1.190397,-143.857632,1426.0325,1.985898,1.301458,1.985444
1957,1.2,15.792144,-142.05721,1096.245,15.814088,15.913411,16.151289
1958,1.2,13.35852,-142.05721,429.7925,13.382421,13.499647,13.779391
1959,1.2,10.924895,-142.05721,244.94875,10.951623,11.094563,11.433465
1960,1.2,8.491271,-142.05721,207.99,8.522439,8.705357,9.133548
1961,1.2,6.057646,-142.05721,247.0625,6.096797,6.349977,6.925629
1962,1.2,3.624022,-142.05721,427.61625,3.681707,4.087326,4.934777
1963,1.2,1.190397,-142.05721,1078.37,1.335682,2.221557,3.547502
1964,1.3,15.692144,-145.558053,1107.775,16.033938,15.803035,15.711811
1965,1.3,13.291853,-145.558053,436.5625,13.691729,13.420588,13.313186
1966,1.3,10.891562,-145.558053,246.6325,11.373765,11.045871,10.915292
1967,1.3,8.491271,-145.558053,204.37625,9.098593,8.685225,8.518749
1968,1.3,6.09098,-145.558053,242.7175,6.908623,6.354354,6.125142
1969,1.3,3.690689,-145.558053,429.03,4.918998,4.1043,3.740113
1970,1.3,1.290397,-145.558053,1084.95375,3.49096,2.198986,1.407949
1971,1.3,15.692144,-143.857632,1456.8425,15.782727,15.711285,15.781979
1972,1.3,13.291853,-143.857632,517.1575,13.39667,13.312429,13.395923
1973,1.3,10.891562,-143.857632,263.67625,11.016798,10.914203,11.016054
1974,1.3,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
1975,1.3,6.09098,-143.857632,258.24625,6.30368,6.122612,6.302952
1976,1.3,3.690689,-143.857632,501.89625,4.0254,3.735485,4.024709
1977,1.3,1.290397,-143.857632,1426.0325,2.047952,1.394313,2.047475
1978,1.3,15.692144,-142.15721,1096.245,15.712563,15.803035,16.033201
1979,1.3,13.291853,-142.15721,429.7925,13.313937,13.420588,13.690999
1980,1.3,10.891562,-142.15721,244.94875,10.916044,11.045871,11.373044
1981,1.3,8.491271,-142.15721,207.99,8.5195,8.685226,9.097891
1982,1.3,6.09098,-142.15721,247.0625,6.125892,6.354354,6.907959
1983,1.3,3.690689,-142.15721,427.61625,3.740858,4.104301,4.918433
1984,1.3,1.290397,-142.15721,1078.37,1.408644,2.198987,3.490681
1985,1.4,15.592144,-145.458053,1078.47375,15.916231,15.693156,15.610907
1986,1.4,13.225187,-145.458053,458.50875,13.603826,13.342144,13.245438
1987,1.4,10.858229,-145.458053,249.1875,11.314005,10.997974,10.880617
1988,1.4,8.491271,-145.458053,210.5975,9.063902,8.666202,8.516983
1989,1.4,6.124313,-145.458053,245.335,6.892526,6.360476,6.155904
1990,1.4,3.757355,-145.458053,451.0575,4.905556,4.124709,3.802143
1991,1.4,1.390397,-145.458053,1066.9525,3.439045,2.185354,1.490772
1992,1.4,15.592144,-143.857632,1286.6325,15.683233,15.611336,15.682485
1993,1.4,13.225187,-143.857632,517.1575,13.330471,13.245809,13.329724
1994,1.4,10.858229,-143.857632,263.67625,10.983811,10.880905,10.983066
1995,1.4,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
1996,1.4,6.124313,-143.857632,258.24625,6.335953,6.155835,6.335225
1997,1.4,3.757355,-143.857632,501.89625,4.086792,3.801562,4.086099
1998,1.4,1.390397,-143.857632,1254.50875,2.112918,1.488095,2.11242
1999,1.4,15.592144,-142.25721,1077.3475,15.611659,15.693156,15.915494
2000,1.4,13.225187,-142.25721,449.96875,13.24619,13.342144,13.603094
2001,1.4,10.858229,-142.25721,245.18375,10.881369,10.997975,11.313282
2002,1.4,8.491271,-142.25721,208.64875,8.517734,8.666202,9.063197
2003,1.4,6.124313,-142.25721,250.5625,6.156654,6.360476,6.891857
2004,1.4,3.757355,-142.25721,451.61,3.802888,4.124709,4.904979
2005,1.4,1.390397,-142.25721,1052.095,1.491479,2.185355,3.43874
2006,1.5,15.492144,-145.358053,1078.47375,15.798913,15.583787,15.510636
2007,1.5,13.15852,-145.358053,412.79875,13.516419,13.264325,13.178439
2008,1.5,10.824895,-145.358053,249.1875,11.254915,10.950883,10.846856
2009,1.5,8.491271,-145.358053,210.5975,9.030185,8.648293,8.516391
2010,1.5,6.157646,-145.358053,245.335,6.878006,6.368336,6.188309
2011,1.5,3.824022,-145.358053,408.27375,4.895029,4.1485,3.866914
2012,1.5,1.490397,-145.358053,1066.9525,3.392236,2.180826,1.581924
2013,1.5,15.492144,-143.857632,1286.6325,15.583746,15.511388,15.582998
2014,1.5,13.15852,-143.857632,462.83625,13.264277,13.17919,13.263531
2015,1.5,10.824895,-143.857632,263.67625,10.950826,10.847607,10.950081
2016,1.5,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
2017,1.5,6.157646,-143.857632,258.24625,6.368237,6.189059,6.367509
2018,1.5,3.824022,-143.857632,450.035,4.148348,3.86766,4.147653
2019,1.5,1.490397,-143.857632,1254.50875,2.180536,1.582638,2.18002
2020,1.5,15.492144,-142.35721,1077.3475,15.511388,15.583787,15.798175
2021,1.5,13.15852,-142.35721,410.85875,13.17919,13.264325,13.515686
2022,1.5,10.824895,-142.35721,245.18375,10.847607,10.950883,11.254191
2023,1.5,8.491271,-142.35721,208.64875,8.517142,8.648293,9.029477
2024,1.5,6.157646,-142.35721,250.5625,6.189059,6.368337,6.877332
2025,1.5,3.824022,-142.35721,405.25125,3.86766,4.148501,4.894441
2026,1.5,1.490397,-142.35721,1052.095,1.582638,2.180827,3.391904
2027,1.6,15.392144,-145.258053,1078.47375,15.681993,15.474936,15.41101
2028,1.6,13.091853,-145.258053,412.79875,13.429519,13.187142,13.112198
2029,1.6,10.791562,-145.258053,249.1875,11.196505,10.904607,10.814016
2030,1.6,8.491271,-145.258053,210.5975,8.997452,8.631506,8.516973
2031,1.6,6.19098,-145.258053,245.335,6.865075,6.37793,6.222331
2032,1.6,3.890689,-145.258053,408.27375,4.887436,4.175617,3.934291
2033,1.6,1.590397,-145.258053,1066.9525,3.350745,2.18546,1.680049
2034,1.6,15.392144,-143.857632,1286.6325,15.484265,15.41144,15.483517
2035,1.6,13.091853,-143.857632,462.83625,13.198088,13.112572,13.197342
2036,1.6,10.791562,-143.857632,263.67625,10.917843,10.814309,10.917098
2037,1.6,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
2038,1.6,6.19098,-143.857632,258.24625,6.400532,6.222284,6.399804
2039,1.6,3.890689,-143.857632,450.035,4.210059,3.933776,4.209362
2040,1.6,1.590397,-143.857632,1254.50875,2.250568,1.677813,2.250034
2041,1.6,15.392144,-142.45721,1077.3475,15.411762,15.474936,15.681255
2042,1.6,13.091853,-142.45721,410.85875,13.11295,13.187142,13.428785
2043,1.6,10.791562,-142.45721,245.18375,10.814768,10.904608,11.19578
2044,1.6,8.491271,-142.45721,208.64875,8.517724,8.631506,8.996742
2045,1.6,6.19098,-142.45721,250.5625,6.22308,6.37793,6.864396
2046,1.6,3.890689,-142.45721,405.25125,3.935037,4.175617,4.886837
2047,1.6,1.590397,-142.45721,1052.095,1.680766,2.185461,3.350387
2048,1.7,15.292144,-145.158053,1024.89625,15.56548,15.366617,15.312042
2049,1.7,13.025187,-145.158053,432.63625,13.343136,13.110607,13.046729
2050,1.7,10.758229,-145.158053,243.84875,11.138787,10.859158,10.782108
2051,1.7,8.491271,-145.158053,214.6275,8.965716,8.615846,8.518729
2052,1.7,6.224313,-145.158053,242.12125,6.85374,6.389248,6.257943
2053,1.7,3.957355,-145.158053,426.17875,4.882791,4.205994,4.004142
2054,1.7,1.690397,-145.158053,1001.36875,3.314774,2.199197,1.783997
2055,1.7,15.292144,-143.857632,1128.79125,15.384791,15.311493,15.384043
2056,1.7,13.025187,-143.857632,462.83625,13.131904,13.045954,13.131158
2057,1.7,10.758229,-143.857632,252.5375,10.884862,10.781012,10.884118
2058,1.7,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
2059,1.7,6.224313,-143.857632,247.68,6.432838,6.25551,6.432109
2060,1.7,3.957355,-143.857632,450.035,4.271919,3.999911,4.27122
2061,1.7,1.690397,-143.857632,1093.98375,2.322794,1.77352,2.322244
2062,1.7,15.292144,-142.55721,1014.535,15.312793,15.366617,15.564741
2063,1.7,13.025187,-142.55721,426.055,13.04748,13.110607,13.342401
2064,1.7,10.758229,-142.55721,242.67125,10.782859,10.859158,11.13806
2065,1.7,8.491271,-142.55721,215.4525,8.51948,8.615846,8.965003
2066,1.7,6.224313,-142.55721,243.74375,6.258693,6.389249,6.853057
2067,1.7,3.957355,-142.55721,424.405,4.004887,4.205994,4.88218
2068,1.7,1.690397,-142.55721,991.68625,1.784714,2.199198,3.314389
2069,1.8,15.192144,-145.058053,1024.89625,15.449382,15.258839,15.213744
2070,1.8,12.95852,-145.058053,432.63625,13.257279,13.03473,12.982042
2071,1.8,10.724895,-145.058053,243.84875,11.08177,10.814545,10.751138
2072,1.8,8.491271,-145.058053,214.6275,8.934986,8.601321,8.521659
2073,1.8,6.257646,-145.058053,242.12125,6.844011,6.402283,6.29512
2074,1.8,4.024022,-145.058053,426.17875,4.881101,4.239562,4.07634
2075,1.8,1.790397,-145.058053,1001.36875,3.284503,2.221868,1.892809
2076,1.8,15.192144,-143.857632,1128.79125,15.285324,15.211546,15.284576
2077,1.8,12.95852,-143.857632,462.83625,13.065725,12.979337,13.064979
2078,1.8,10.724895,-143.857632,252.5375,10.851883,10.747714,10.851139
2079,1.8,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
2080,1.8,6.257646,-143.857632,247.68,6.465154,6.288737,6.464425
2081,1.8,4.024022,-143.857632,450.035,4.333921,4.066064,4.333221
2082,1.8,1.790397,-143.857632,1093.98375,2.397016,1.869676,2.396452
2083,1.8,15.192144,-142.65721,1014.535,15.214496,15.258839,15.448642
2084,1.8,12.95852,-142.65721,426.055,12.982793,13.03473,13.256543
2085,1.8,10.724895,-142.65721,242.67125,10.751889,10.814545,11.081042
2086,1.8,8.491271,-142.65721,215.4525,8.522409,8.601321,8.934271
2087,1.8,6.257646,-142.65721,243.74375,6.295869,6.402283,6.843322
2088,1.8,4.024022,-142.65721,424.405,4.077085,4.239562,4.88048
2089,1.8,1.790397,-142.65721,991.68625,1.893525,2.221869,3.284092
2090,1.9,15.092144,-144.958053,1024.89625,15.33371,15.151614,15.116131
2091,1.9,12.891853,-144.958053,415.861,13.171959,12.959524,12.918149
2092,1.9,10.691562,-144.958053,243.84875,11.025467,10.770778,10.721115
2093,1.9,8.491271,-144.958053,214.6275,8.905274,8.587936,8.52576
2094,1.9,6.29098,-144.958053,242.12125,6.835893,6.417022,6.333832
2095,1.9,4.090689,-144.958053,408.997,4.882369,4.276245,4.150764
2096,1.9,1.890397,-144.958053,1001.36875,3.260091,2.253204,2.005694
2097,1.9,15.092144,-143.857632,1128.79125,15.185864,15.111601,15.185116
2098,1.9,12.891853,-143.857632,440.61,12.999551,12.91272,12.998804
2099,1.9,10.691562,-143.857632,252.5375,10.818906,10.714417,10.818162
2100,1.9,8.491271,-143.857632,220.05125,8.64822,8.517142,8.647481
2101,1.9,6.29098,-143.857632,247.68,6.49748,6.321965,6.496751
2102,1.9,4.090689,-143.857632,430.989,4.39606,4.132232,4.395359
2103,1.9,1.890397,-143.857632,1093.98375,2.473055,1.966216,2.472478
2104,1.9,15.092144,-142.75721,1014.535,15.116883,15.151614,15.332969
2105,1.9,12.891853,-142.75721,408.163,12.918901,12.959524,13.171223
2106,1.9,10.691562,-142.75721,242.67125,10.721866,10.770778,11.024737
2107,1.9,8.491271,-142.75721,215.4525,8.52651,8.587936,8.904556
2108,1.9,6.29098,-142.75721,243.74375,6.33458,6.417022,6.8352
2109,1.9,4.090689,-142.75721,406.052,4.151507,4.276245,4.881738
2110,1.9,1.890397,-142.75721,991.68625,2.006407,2.253205,3.259653
2111,1,15.992144,-145.858053,973.63625,16.389308,16.135617,16.018202
2112,1,13.849038,-145.858053,497.02,14.304148,14.012758,13.877509
2113,1,11.705931,-145.858053,284.2125,12.239023,11.89716,11.737697
2114,1,9.562824,-145.858053,214.2625,10.206103,9.793533,9.599355
2115,1,7.419718,-145.858053,207.83875,8.22929,7.711677,7.463747
2116,1,5.276611,-145.858053,277.72,6.361108,5.6756,5.334156
2117,1,3.133504,-145.858053,486.085,4.732018,3.760417,3.222537
2118,1,0.990397,-145.858053,951.0925,3.675065,2.292344,1.225592
2119,1,15.992144,-143.857632,1674.4375,16.081246,16.011136,16.080497
2120,1,13.849038,-143.857632,664.54875,13.950115,13.869236,13.949367
2121,1,11.705931,-143.857632,317.9125,11.823314,11.727777,11.822568
2122,1,9.562824,-143.857632,231.9625,9.70369,9.587054,9.702948
2123,1,7.419718,-143.857632,230.30375,7.597254,7.447703,7.596519
2124,1,5.276611,-143.857632,315.01,5.519126,5.31138,5.518406
2125,1,3.133504,-143.857632,639.6575,3.519808,3.184188,3.519137
2126,1,0.990397,-143.857632,1630.98,1.871673,1.119447,1.871272
2127,1,15.992144,-141.85721,964.1475,16.018954,16.135618,16.388574
2128,1,13.849038,-141.85721,496.61625,13.878261,14.012758,14.303419
2129,1,11.705931,-141.85721,279.62625,11.738448,11.897161,12.238303
2130,1,9.562824,-141.85721,212.56375,9.600106,9.793533,10.205398
2131,1,7.419718,-141.85721,214.5925,7.464496,7.711677,8.228611
2132,1,5.276611,-141.85721,276.41375,5.334902,5.675601,6.360484
2133,1,3.133504,-141.85721,483.3975,3.223271,3.760418,4.731519
2134,1,0.990397,-141.85721,944.8675,1.226207,2.292346,3.674862
2135,1.1,15.892144,-145.758053,1107.775,16.270484,16.024275,15.915471
2136,1.1,13.777609,-145.758053,481.62625,14.210687,13.928114,13.802911
2137,1.1,11.663074,-145.758053,275.44875,12.16968,11.83849,11.691066
2138,1.1,9.548539,-145.758053,209.055,10.158795,9.759604,9.580408
2139,1.1,7.434003,-145.758053,206.1025,8.200222,7.700155,7.471942
2140,1.1,5.319468,-145.758053,264.7475,6.342609,5.681323,5.368254
2141,1.1,3.204933,-145.758053,476.5775,4.707043,3.768951,3.278551
2142,1.1,1.090397,-145.758053,1084.95375,3.609201,2.252793,1.273639
2143,1.1,15.892144,-143.857632,1456.8425,15.981733,15.911185,15.980985
2144,1.1,13.777609,-143.857632,586.985,13.879149,13.797854,13.878401
2145,1.1,11.663074,-143.857632,294.14625,11.780843,11.684959,11.780097
2146,1.1,9.548539,-143.857632,228.41625,9.689596,9.572788,9.688854
2147,1.1,7.434003,-143.857632,225.195,7.611228,7.461956,7.610492
2148,1.1,5.319468,-143.857632,291.82,5.560201,5.354048,5.55948
2149,1.1,3.204933,-143.857632,562.67,3.583768,3.25475,3.583094
2150,1.1,1.090397,-143.857632,1426.0325,1.927038,1.209743,1.926609
2151,1.1,15.892144,-141.95721,1096.245,15.916223,16.024276,16.269749
2152,1.1,13.777609,-141.95721,475.80625,13.803663,13.928115,14.209958
2153,1.1,11.663074,-141.95721,269.94625,11.691818,11.838491,12.168959
2154,1.1,9.548539,-141.95721,210.905,9.581159,9.759604,10.158088
2155,1.1,7.434003,-141.95721,218.92,7.472692,7.700155,8.19954
2156,1.1,5.319468,-141.95721,268.7625,5.369001,5.681324,6.341978
2157,1.1,3.204933,-141.95721,472.08125,3.279289,3.768952,4.70653
2158,1.1,1.090397,-141.95721,1078.37,1.27429,2.252794,3.608974
2159,1.2,15.792144,-145.658053,1107.775,16.152025,15.913411,15.813337
2160,1.2,13.706181,-145.658053,481.62625,14.117678,13.844044,13.729008
2161,1.2,11.620217,-145.658053,275.44875,12.100918,11.780533,11.645265
2162,1.2,9.534253,-145.658053,209.055,10.112275,9.726605,9.56249
2163,1.2,7.448289,-145.658053,206.1025,8.1723,7.689943,7.481493
2164,1.2,5.362325,-145.658053,264.7475,6.325927,5.689121,5.404327
2165,1.2,3.276361,-145.658053,476.5775,4.685159,3.781462,3.338151
2166,1.2,1.190397,-145.658053,1084.95375,3.547755,2.221555,1.335005
2167,1.2,15.792144,-143.857632,1456.8425,15.882227,15.811235,15.881479
2168,1.2,13.706181,-143.857632,586.985,13.808188,13.726472,13.80744
2169,1.2,11.620217,-143.857632,294.14625,11.738375,11.642141,11.737629
2170,1.2,9.534253,-143.857632,228.41625,9.675502,9.558522,9.67476
2171,1.2,7.448289,-143.857632,225.195,7.625202,7.47621,7.624467
2172,1.2,5.362325,-143.857632,291.82,5.601302,5.39672,5.60058
2173,1.2,3.276361,-143.857632,562.67,3.648005,3.325349,3.647328
2174,1.2,1.190397,-143.857632,1426.0325,1.985898,1.301458,1.985444
2175,1.2,15.792144,-142.05721,1096.245,15.814088,15.913411,16.151289
2176,1.2,13.706181,-142.05721,475.80625,13.72976,13.844044,14.116947
2177,1.2,11.620217,-142.05721,269.94625,11.646016,11.780533,12.100195
2178,1.2,9.534253,-142.05721,210.905,9.563241,9.726605,10.111565
2179,1.2,7.448289,-142.05721,218.92,7.482243,7.689944,8.171614
2180,1.2,5.362325,-142.05721,268.7625,5.405075,5.689121,6.325289
2181,1.2,3.276361,-142.05721,472.08125,3.338892,3.781463,4.684633
2182,1.2,1.190397,-142.05721,1078.37,1.335682,2.221557,3.547502
2183,1.3,15.692144,-145.558053,1107.775,16.033938,15.803035,15.711811
2184,1.3,13.634752,-145.558053,481.62625,14.025128,13.760558,13.655811
2185,1.3,11.57736,-145.558053,275.44875,12.032747,11.723299,11.600303
2186,1.3,9.519967,-145.558053,209.055,10.066554,9.694547,9.545608
2187,1.3,7.462575,-145.558053,206.1025,8.145535,7.681046,7.492394
2188,1.3,5.405182,-145.558053,264.7475,6.311077,5.698985,5.442336
2189,1.3,3.34779,-145.558053,476.5775,4.66641,3.79791,3.401148
2190,1.3,1.290397,-145.558053,1084.95375,3.49096,2.198986,1.407949
2191,1.3,15.692144,-143.857632,1456.8425,15.782727,15.711285,15.781979
2192,1.3,13.634752,-143.857632,586.985,13.737231,13.655092,13.736484
2193,1.3,11.57736,-143.857632,294.14625,11.69591,11.599323,11.695164
2194,1.3,9.519967,-143.857632,228.41625,9.661408,9.544255,9.660666
2195,1.3,7.462575,-143.857632,225.195,7.639178,7.490464,7.638442
2196,1.3,5.405182,-143.857632,291.82,5.642429,5.439394,5.641707
2197,1.3,3.34779,-143.857632,562.67,3.712505,3.395982,3.711825
2198,1.3,1.290397,-143.857632,1426.0325,2.047952,1.394313,2.047475
2199,1.3,15.692144,-142.15721,1096.245,15.712563,15.803035,16.033201
2200,1.3,13.634752,-142.15721,475.80625,13.656562,13.760558,14.024396
2201,1.3,11.57736,-142.15721,269.94625,11.601055,11.723299,12.032023
2202,1.3,9.519967,-142.15721,210.905,9.54636,9.694547,10.065842
2203,1.3,7.462575,-142.15721,218.92,7.493144,7.681047,8.144845
2204,1.3,5.405182,-142.15721,268.7625,5.443085,5.698986,6.310432
2205,1.3,3.34779,-142.15721,472.08125,3.401891,3.797911,4.66587
2206,1.3,1.290397,-142.15721,1078.37,1.408644,2.198987,3.490681
2207,1.4,15.592144,-145.458053,1078.47375,15.916231,15.693156,15.610907
2208,1.4,13.563323,-145.458053,508.48625,13.933048,13.677666,13.58333
2209,1.4,11.534502,-145.458053,281.83125,11.965176,11.666798,11.556191
2210,1.4,9.505681,-145.458053,216.10375,10.021642,9.663438,9.529767
2211,1.4,7.47686,-145.458053,210.42,8.119938,7.673469,7.504639
2212,1.4,5.448039,-145.458053,271.96125,6.298072,5.710906,5.482242
2213,1.4,3.419218,-145.458053,504.65875,4.650834,3.818245,3.467358
2214,1.4,1.390397,-145.458053,1066.9525,3.439045,2.185354,1.490772
2215,1.4,15.592144,-143.857632,1286.6325,15.683233,15.611336,15.682485
2216,1.4,13.563323,-143.857632,586.985,13.66628,13.583711,13.665533
2217,1.4,11.534502,-143.857632,294.14625,11.653447,11.556506,11.652702
2218,1.4,9.505681,-143.857632,228.41625,9.647315,9.529989,9.646573
2219,1.4,7.47686,-143.857632,225.195,7.653155,7.504718,7.652419
