id,WallOffset,Xaxis,Yaxis,AVG_Lux,W01,W02,W03
1,1,15.992144,-145.858053,973.63625,16.389308,16.135617,16.018202
2,1,0.990397,-145.858053,951.0925,3.675065,2.292344,1.225592
3,1,15.992144,-141.85721,964.1475,16.018954,16.135618,16.388574
4,1,0.990397,-141.85721,944.8675,1.226207,2.292346,3.674862
5,1.1,15.892144,-145.758053,1107.775,16.270484,16.024275,15.915471
6,1.1,1.090397,-145.758053,1084.95375,3.609201,2.252793,1.273639
7,1.1,15.892144,-141.95721,1096.245,15.916223,16.024276,16.269749
8,1.1,1.090397,-141.95721,1078.37,1.27429,2.252794,3.608974
9,1.2,15.792144,-145.658053,1107.775,16.152025,15.913411,15.813337
10,1.2,1.190397,-145.658053,1084.95375,3.547755,2.221555,1.335005
11,1.2,15.792144,-142.05721,1096.245,15.814088,15.913411,16.151289
12,1.2,1.190397,-142.05721,1078.37,1.335682,2.221557,3.547502
13,1.3,15.692144,-145.558053,1107.775,16.033938,15.803035,15.711811
14,1.3,1.290397,-145.558053,1084.95375,3.49096,2.198986,1.407949
15,1.3,15.692144,-142.15721,1096.245,15.712563,15.803035,16.033201
16,1.3,1.290397,-142.15721,1078.37,1.408644,2.198987,3.490681
17,1.4,15.592144,-145.458053,1078.47375,15.916231,15.693156,15.610907
18,1.4,1.390397,-145.458053,1066.9525,3.439045,2.185354,1.490772
19,1.4,15.592144,-142.25721,1077.3475,15.611659,15.693156,15.915494
20,1.4,1.390397,-142.25721,1052.095,1.491479,2.185355,3.43874
21,1.5,15.492144,-145.358053,1078.47375,15.798913,15.583787,15.510636
22,1.5,1.490397,-145.358053,1066.9525,3.392236,2.180826,1.581924
23,1.5,15.492144,-142.35721,1077.3475,15.511388,15.583787,15.798175
24,1.5,1.490397,-142.35721,1052.095,1.582638,2.180827,3.391904
25,1.6,15.392144,-145.258053,1078.47375,15.681993,15.474936,15.41101
26,1.6,1.590397,-145.258053,1066.9525,3.350745,2.18546,1.680049
27,1.6,15.392144,-142.45721,1077.3475,15.411762,15.474936,15.681255
28,1.6,1.590397,-142.45721,1052.095,1.680766,2.185461,3.350387
29,1.7,15.292144,-145.158053,1024.89625,15.56548,15.366617,15.312042
30,1.7,1.690397,-145.158053,1001.36875,3.314774,2.199197,1.783997
31,1.7,15.292144,-142.55721,1014.535,15.312793,15.366617,15.564741
32,1.7,1.690397,-142.55721,991.68625,1.784714,2.199198,3.314389
33,1.8,15.192144,-145.058053,1024.89625,15.449382,15.258839,15.213744
34,1.8,1.790397,-145.058053,1001.36875,3.284503,2.221868,1.892809
35,1.8,15.192144,-142.65721,1014.535,15.214496,15.258839,15.448642
36,1.8,1.790397,-142.65721,991.68625,1.893525,2.221869,3.284092
37,1.9,15.092144,-144.958053,1024.89625,15.33371,15.151614,15.116131
38,1.9,1.890397,-144.958053,1001.36875,3.260091,2.253204,2.005694
39,1.9,15.092144,-142.75721,1014.535,15.116883,15.151614,15.332969
40,1.9,1.890397,-142.75721,991.68625,2.006407,2.253205,3.259653
41,1,15.992144,-145.858053,973.63625,16.389308,16.135617,16.018202
42,1,8.491271,-145.858053,199.37625,9.208401,8.748908,8.531081
43,1,0.990397,-145.858053,951.0925,3.675065,2.292344,1.225592
44,1,15.992144,-141.85721,964.1475,16.018954,16.135618,16.388574
45,1,8.491271,-141.85721,200.7575,8.531831,8.748909,9.207707
46,1,0.990397,-141.85721,944.8675,1.226207,2.292346,3.674862
47,1.1,15.892144,-145.758053,1107.775,16.270484,16.024275,15.915471
48,1.1,8.491271,-145.758053,204.37625,9.170854,8.726586,8.525799
49,1.1,1.090397,-145.758053,1084.95375,3.609201,2.252793,1.273639
50,1.1,15.892144,-141.95721,1096.245,15.916223,16.024276,16.269749
51,1.1,8.491271,-141.95721,207.99,8.52655,8.726587,9.170157
52,1.1,1.090397,-141.95721,1078.37,1.27429,2.252794,3.608974
53,1.2,15.792144,-145.658053,1107.775,16.152025,15.913411,15.813337
54,1.2,8.491271,-145.658053,204.37625,9.134248,8.705356,8.521688
55,1.2,1.190397,-145.658053,1084.95375,3.547755,2.221555,1.335005
56,1.2,15.792144,-142.05721,1096.245,15.814088,15.913411,16.151289
57,1.2,8.491271,-142.05721,207.99,8.522439,8.705357,9.133548
58,1.2,1.190397,-142.05721,1078.37,1.335682,2.221557,3.547502
59,1.3,15.692144,-145.558053,1107.775,16.033938,15.803035,15.711811
60,1.3,8.491271,-145.558053,204.37625,9.098593,8.685225,8.518749
61,1.3,1.290397,-145.558053,1084.95375,3.49096,2.198986,1.407949
62,1.3,15.692144,-142.15721,1096.245,15.712563,15.803035,16.033201
63,1.3,8.491271,-142.15721,207.99,8.5195,8.685226,9.097891
64,1.3,1.290397,-142.15721,1078.37,1.408644,2.198987,3.490681
65,1.4,15.592144,-145.458053,1078.47375,15.916231,15.693156,15.610907
66,1.4,8.491271,-145.458053,210.5975,9.063902,8.666202,8.516983
67,1.4,1.390397,-145.458053,1066.9525,3.439045,2.185354,1.490772
68,1.4,15.592144,-142.25721,1077.3475,15.611659,15.693156,15.915494
69,1.4,8.491271,-142.25721,208.64875,8.517734,8.666202,9.063197
70,1.4,1.390397,-142.25721,1052.095,1.491479,2.185355,3.43874
71,1.5,15.492144,-145.358053,1078.47375,15.798913,15.583787,15.510636
72,1.5,8.491271,-145.358053,210.5975,9.030185,8.648293,8.516391
73,1.5,1.490397,-145.358053,1066.9525,3.392236,2.180826,1.581924
74,1.5,15.492144,-142.35721,1077.3475,15.511388,15.583787,15.798175
75,1.5,8.491271,-142.35721,208.64875,8.517142,8.648293,9.029477
76,1.5,1.490397,-142.35721,1052.095,1.582638,2.180827,3.391904
77,1.6,15.392144,-145.258053,1078.47375,15.681993,15.474936,15.41101
78,1.6,8.491271,-145.258053,210.5975,8.997452,8.631506,8.516973
79,1.6,1.590397,-145.258053,1066.9525,3.350745,2.18546,1.680049
80,1.6,15.392144,-142.45721,1077.3475,15.411762,15.474936,15.681255
81,1.6,8.491271,-142.45721,208.64875,8.517724,8.631506,8.996742
82,1.6,1.590397,-142.45721,1052.095,1.680766,2.185461,3.350387
83,1.7,15.292144,-145.158053,1024.89625,15.56548,15.366617,15.312042
84,1.7,8.491271,-145.158053,214.6275,8.965716,8.615846,8.518729
85,1.7,1.690397,-145.158053,1001.36875,3.314774,2.199197,1.783997
86,1.7,15.292144,-142.55721,1014.535,15.312793,15.366617,15.564741
87,1.7,8.491271,-142.55721,215.4525,8.51948,8.615846,8.965003
88,1.7,1.690397,-142.55721,991.68625,1.784714,2.199198,3.314389
89,1.8,15.192144,-145.058053,1024.89625,15.449382,15.258839,15.213744
90,1.8,8.491271,-145.058053,214.6275,8.934986,8.601321,8.521659
91,1.8,1.790397,-145.058053,1001.36875,3.284503,2.221868,1.892809
92,1.8,15.192144,-142.65721,1014.535,15.214496,15.258839,15.448642
93,1.8,8.491271,-142.65721,215.4525,8.522409,8.601321,8.934271
94,1.8,1.790397,-142.65721,991.68625,1.893525,2.221869,3.284092
95,1.9,15.092144,-144.958053,1024.89625,15.33371,15.151614,15.116131
96,1.9,8.491271,-144.958053,214.6275,8.905274,8.587936,8.52576
97,1.9,1.890397,-144.958053,1001.36875,3.260091,2.253204,2.005694
98,1.9,15.092144,-142.75721,1014.535,15.116883,15.151614,15.332969
99,1.9,8.491271,-142.75721,215.4525,8.52651,8.587936,8.904556
100,1.9,1.890397,-142.75721,991.68625,2.006407,2.253205,3.259653
101,1,15.992144,-145.858053,973.63625,16.389308,16.135617,16.018202
102,1,10.991562,-145.858053,241.46125,11.55696,11.194287,11.024711
103,1,5.99098,-145.858053,237.5025,6.966268,6.346466,6.042958
104,1,0.990397,-145.858053,951.0925,3.675065,2.292344,1.225592
105,1,15.992144,-141.85721,964.1475,16.018954,16.135618,16.388574
106,1,10.991562,-141.85721,246.6625,11.025462,11.194288,11.556244
107,1,5.99098,-141.85721,243.0675,6.043705,6.346467,6.965621
108,1,0.990397,-141.85721,944.8675,1.226207,2.292346,3.674862
109,1.1,15.892144,-145.758053,1107.775,16.270484,16.024275,15.915471
110,1.1,10.958229,-145.758053,246.6325,11.495253,11.144038,10.987348
111,1.1,6.024313,-145.758053,242.7175,6.945507,6.347346,6.068646
112,1.1,1.090397,-145.758053,1084.95375,3.609201,2.252793,1.273639
113,1.1,15.892144,-141.95721,1096.245,15.916223,16.024276,16.269749
114,1.1,10.958229,-141.95721,244.94875,10.988099,11.144038,11.494535
115,1.1,6.024313,-141.95721,247.0625,6.069394,6.347347,6.944854
116,1.1,1.090397,-141.95721,1078.37,1.27429,2.252794,3.608974
117,1.2,15.792144,-145.658053,1107.775,16.152025,15.913411,15.813337
118,1.2,10.924895,-145.658053,246.6325,11.434184,11.094562,10.950872
119,1.2,6.057646,-145.658053,242.7175,6.926287,6.349976,6.096048
120,1.2,1.190397,-145.658053,1084.95375,3.547755,2.221555,1.335005
121,1.2,15.792144,-142.05721,1096.245,15.814088,15.913411,16.151289
122,1.2,10.924895,-142.05721,244.94875,10.951623,11.094563,11.433465
123,1.2,6.057646,-142.05721,247.0625,6.096797,6.349977,6.925629
124,1.2,1.190397,-142.05721,1078.37,1.335682,2.221557,3.547502
125,1.3,15.692144,-145.558053,1107.775,16.033938,15.803035,15.711811
126,1.3,10.891562,-145.558053,246.6325,11.373765,11.045871,10.915292
127,1.3,6.09098,-145.558053,242.7175,6.908623,6.354354,6.125142
128,1.3,1.290397,-145.558053,1084.95375,3.49096,2.198986,1.407949
129,1.3,15.692144,-142.15721,1096.245,15.712563,15.803035,16.033201
130,1.3,10.891562,-142.15721,244.94875,10.916044,11.045871,11.373044
131,1.3,6.09098,-142.15721,247.0625,6.125892,6.354354,6.907959
132,1.3,1.290397,-142.15721,1078.37,1.408644,2.198987,3.490681
133,1.4,15.592144,-145.458053,1078.47375,15.916231,15.693156,15.610907
134,1.4,10.858229,-145.458053,249.1875,11.314005,10.997974,10.880617
135,1.4,6.124313,-145.458053,245.335,6.892526,6.360476,6.155904
136,1.4,1.390397,-145.458053,1066.9525,3.439045,2.185354,1.490772
137,1.4,15.592144,-142.25721,1077.3475,15.611659,15.693156,15.915494
138,1.4,10.858229,-142.25721,245.18375,10.881369,10.997975,11.313282
139,1.4,6.124313,-142.25721,250.5625,6.156654,6.360476,6.891857
140,1.4,1.390397,-142.25721,1052.095,1.491479,2.185355,3.43874
141,1.5,15.492144,-145.358053,1078.47375,15.798913,15.583787,15.510636
142,1.5,10.824895,-145.358053,249.1875,11.254915,10.950883,10.846856
143,1.5,6.157646,-145.358053,245.335,6.878006,6.368336,6.188309
144,1.5,1.490397,-145.358053,1066.9525,3.392236,2.180826,1.581924
145,1.5,15.492144,-142.35721,1077.3475,15.511388,15.583787,15.798175
146,1.5,10.824895,-142.35721,245.18375,10.847607,10.950883,11.254191
147,1.5,6.157646,-142.35721,250.5625,6.189059,6.368337,6.877332
148,1.5,1.490397,-142.35721,1052.095,1.582638,2.180827,3.391904
149,1.6,15.392144,-145.258053,1078.47375,15.681993,15.474936,15.41101
150,1.6,10.791562,-145.258053,249.1875,11.196505,10.904607,10.814016
151,1.6,6.19098,-145.258053,245.335,6.865075,6.37793,6.222331
152,1.6,1.590397,-145.258053,1066.9525,3.350745,2.18546,1.680049
153,1.6,15.392144,-142.45721,1077.3475,15.411762,15.474936,15.681255
154,1.6,10.791562,-142.45721,245.18375,10.814768,10.904608,11.19578
155,1.6,6.19098,-142.45721,250.5625,6.22308,6.37793,6.864396
156,1.6,1.590397,-142.45721,1052.095,1.680766,2.185461,3.350387
157,1.7,15.292144,-145.158053,1024.89625,15.56548,15.366617,15.312042
158,1.7,10.758229,-145.158053,243.84875,11.138787,10.859158,10.782108
159,1.7,6.224313,-145.158053,242.12125,6.85374,6.389248,6.257943
160,1.7,1.690397,-145.158053,1001.36875,3.314774,2.199197,1.783997
161,1.7,15.292144,-142.55721,1014.535,15.312793,15.366617,15.564741
162,1.7,10.758229,-142.55721,242.67125,10.782859,10.859158,11.13806
163,1.7,6.224313,-142.55721,243.74375,6.258693,6.389249,6.853057
164,1.7,1.690397,-142.55721,991.68625,1.784714,2.199198,3.314389
165,1.8,15.192144,-145.058053,1024.89625,15.449382,15.258839,15.213744
166,1.8,10.724895,-145.058053,243.84875,11.08177,10.814545,10.751138
167,1.8,6.257646,-145.058053,242.12125,6.844011,6.402283,6.29512
168,1.8,1.790397,-145.058053,1001.36875,3.284503,2.221868,1.892809
169,1.8,15.192144,-142.65721,1014.535,15.214496,15.258839,15.448642
170,1.8,10.724895,-142.65721,242.67125,10.751889,10.814545,11.081042
171,1.8,6.257646,-142.65721,243.74375,6.295869,6.402283,6.843322
172,1.8,1.790397,-142.65721,991.68625,1.893525,2.221869,3.284092
173,1.9,15.092144,-144.958053,1024.89625,15.33371,15.151614,15.116131
174,1.9,10.691562,-144.958053,243.84875,11.025467,10.770778,10.721115
175,1.9,6.29098,-144.958053,242.12125,6.835893,6.417022,6.333832
176,1.9,1.890397,-144.958053,1001.36875,3.260091,2.253204,2.005694
177,1.9,15.092144,-142.75721,1014.535,15.116883,15.151614,15.332969
178,1.9,10.691562,-142.75721,242.67125,10.721866,10.770778,11.024737
179,1.9,6.29098,-142.75721,243.74375,6.33458,6.417022,6.8352
180,1.9,1.890397,-142.75721,991.68625,2.006407,2.253205,3.259653
181,1,15.992144,-145.858053,973.63625,16.389308,16.135617,16.018202
182,1,12.241708,-145.858053,301.21125,12.752892,12.425176,12.272542
183,1,8.491271,-145.858053,199.37625,9.208401,8.748908,8.531081
184,1,4.740834,-145.858053,296.775,5.923226,5.180091,4.803637
185,1,0.990397,-145.858053,951.0925,3.675065,2.292344,1.225592
186,1,15.992144,-141.85721,964.1475,16.018954,16.135618,16.388574
187,1,12.241708,-141.85721,296.1725,12.273294,12.425176,12.75217
188,1,8.491271,-141.85721,200.7575,8.531831,8.748909,9.207707
189,1,4.740834,-141.85721,294.8,4.804382,5.180092,5.922623
190,1,0.990397,-141.85721,944.8675,1.226207,2.292346,3.674862
191,1.1,15.892144,-145.758053,1107.775,16.270484,16.024275,15.915471
192,1.1,12.191708,-145.758053,310.04375,12.677673,12.360102,12.21894
193,1.1,8.491271,-145.758053,204.37625,9.170854,8.726586,8.525799
194,1.1,4.790834,-145.758053,305.0525,5.905271,5.188541,4.843808
195,1.1,1.090397,-145.758053,1084.95375,3.609201,2.252793,1.273639
196,1.1,15.892144,-141.95721,1096.245,15.916223,16.024276,16.269749
197,1.1,12.191708,-141.95721,307.8675,12.219692,12.360102,12.676949
198,1.1,8.491271,-141.95721,207.99,8.52655,8.726587,9.170157
199,1.1,4.790834,-141.95721,304.56125,4.844554,5.188542,5.90466
200,1.1,1.090397,-141.95721,1078.37,1.27429,2.252794,3.608974
201,1.2,15.792144,-145.658053,1107.775,16.152025,15.913411,15.813337
202,1.2,12.141708,-145.658053,310.04375,12.602996,12.2957,12.166129
203,1.2,8.491271,-145.658053,204.37625,9.134248,8.705356,8.521688
204,1.2,4.840834,-145.658053,305.0525,5.889383,5.199382,4.886207
205,1.2,1.190397,-145.658053,1084.95375,3.547755,2.221555,1.335005
206,1.2,15.792144,-142.05721,1096.245,15.814088,15.913411,16.151289
207,1.2,12.141708,-142.05721,307.8675,12.166881,12.295701,12.602271
208,1.2,8.491271,-142.05721,207.99,8.522439,8.705357,9.133548
209,1.2,4.840834,-142.05721,304.56125,4.886954,5.199383,5.888765
210,1.2,1.190397,-142.05721,1078.37,1.335682,2.221557,3.547502
211,1.3,15.692144,-145.558053,1107.775,16.033938,15.803035,15.711811
212,1.3,12.091708,-145.558053,310.04375,12.528872,12.231982,12.11412
213,1.3,8.491271,-145.558053,204.37625,9.098593,8.685225,8.518749
214,1.3,4.890834,-145.558053,305.0525,5.875581,5.2126,4.930777
215,1.3,1.290397,-145.558053,1084.95375,3.49096,2.198986,1.407949
216,1.3,15.692144,-142.15721,1096.245,15.712563,15.803035,16.033201
217,1.3,12.091708,-142.15721,307.8675,12.114872,12.231982,12.528146
218,1.3,8.491271,-142.15721,207.99,8.5195,8.685226,9.097891
219,1.3,4.890834,-142.15721,304.56125,4.931525,5.2126,5.874955
220,1.3,1.290397,-142.15721,1078.37,1.408644,2.198987,3.490681
221,1.4,15.592144,-145.458053,1078.47375,15.916231,15.693156,15.610907
222,1.4,12.041708,-145.458053,324.43,12.455311,12.168957,12.062923
223,1.4,8.491271,-145.458053,210.5975,9.063902,8.666202,8.516983
224,1.4,4.940834,-145.458053,315.04875,5.863879,5.228175,4.977459
225,1.4,1.390397,-145.458053,1066.9525,3.439045,2.185354,1.490772
226,1.4,15.592144,-142.25721,1077.3475,15.611659,15.693156,15.915494
227,1.4,12.041708,-142.25721,316.32,12.063675,12.168957,12.454583
228,1.4,8.491271,-142.25721,208.64875,8.517734,8.666202,9.063197
229,1.4,4.940834,-142.25721,313.565,4.978208,5.228175,5.863244
230,1.4,1.390397,-142.25721,1052.095,1.491479,2.185355,3.43874
231,1.5,15.492144,-145.358053,1078.47375,15.798913,15.583787,15.510636
232,1.5,11.991708,-145.358053,324.43,12.382322,12.106636,12.012548
233,1.5,8.491271,-145.358053,210.5975,9.030185,8.648293,8.516391
234,1.5,4.990834,-145.358053,315.04875,5.854288,5.246087,5.026196
235,1.5,1.490397,-145.358053,1066.9525,3.392236,2.180826,1.581924
236,1.5,15.492144,-142.35721,1077.3475,15.511388,15.583787,15.798175
237,1.5,11.991708,-142.35721,316.32,12.0133,12.106636,12.381593
238,1.5,8.491271,-142.35721,208.64875,8.517142,8.648293,9.029477
239,1.5,4.990834,-142.35721,313.565,5.026944,5.246088,5.853646
240,1.5,1.490397,-142.35721,1052.095,1.582638,2.180827,3.391904
241,1.6,15.392144,-145.258053,1078.47375,15.681993,15.474936,15.41101
242,1.6,11.941708,-145.258053,304.73125,12.309915,12.04503,11.963006
243,1.6,8.491271,-145.258053,210.5975,8.997452,8.631506,8.516973
244,1.6,5.040834,-145.258053,294.18125,5.84682,5.266313,5.076927
245,1.6,1.590397,-145.258053,1066.9525,3.350745,2.18546,1.680049
246,1.6,15.392144,-142.45721,1077.3475,15.411762,15.474936,15.681255
247,1.6,11.941708,-142.45721,292.28,11.963758,12.045031,12.309185
248,1.6,8.491271,-142.45721,208.64875,8.517724,8.631506,8.996742
249,1.6,5.040834,-142.45721,296.50125,5.077675,5.266313,5.846171
250,1.6,1.590397,-142.45721,1052.095,1.680766,2.185461,3.350387
251,1.7,15.292144,-145.158053,1024.89625,15.56548,15.366617,15.312042
252,1.7,11.891708,-145.158053,306.85375,12.238102,11.984151,11.914307
253,1.7,8.491271,-145.158053,214.6275,8.965716,8.615846,8.518729
254,1.7,5.090834,-145.158053,303.2975,5.841483,5.288825,5.129593
255,1.7,1.690397,-145.158053,1001.36875,3.314774,2.199197,1.783997
256,1.7,15.292144,-142.55721,1014.535,15.312793,15.366617,15.564741
257,1.7,11.891708,-142.55721,303.39875,11.915059,11.984152,12.237371
258,1.7,8.491271,-142.55721,215.4525,8.51948,8.615846,8.965003
259,1.7,5.090834,-142.55721,303.00375,5.130342,5.288825,5.840827
260,1.7,1.690397,-142.55721,991.68625,1.784714,2.199198,3.314389
261,1.8,15.192144,-145.058053,1024.89625,15.449382,15.258839,15.213744
262,1.8,11.841708,-145.058053,306.85375,12.166892,11.92401,11.866462
263,1.8,8.491271,-145.058053,214.6275,8.934986,8.601321,8.521659
264,1.8,5.140834,-145.058053,303.2975,5.838283,5.313594,5.184136
265,1.8,1.790397,-145.058053,1001.36875,3.284503,2.221868,1.892809
266,1.8,15.192144,-142.65721,1014.535,15.214496,15.258839,15.448642
267,1.8,11.841708,-142.65721,303.39875,11.867213,11.92401,12.16616
268,1.8,8.491271,-142.65721,215.4525,8.522409,8.601321,8.934271
269,1.8,5.140834,-142.65721,303.00375,5.184884,5.313595,5.837619
270,1.8,1.790397,-142.65721,991.68625,1.893525,2.221869,3.284092
271,1.9,15.092144,-144.958053,1024.89625,15.33371,15.151614,15.116131
272,1.9,11.791708,-144.958053,306.85375,12.096297,11.864617,11.81948
273,1.9,8.491271,-144.958053,214.6275,8.905274,8.587936,8.52576
274,1.9,5.190834,-144.958053,303.2975,5.837222,5.34059,5.240497
275,1.9,1.890397,-144.958053,1001.36875,3.260091,2.253204,2.005694
276,1.9,15.092144,-142.75721,1014.535,15.116883,15.151614,15.332969
277,1.9,11.791708,-142.75721,303.39875,11.820232,11.864617,12.095563
278,1.9,8.491271,-142.75721,215.4525,8.52651,8.587936,8.904556
279,1.9,5.190834,-142.75721,303.00375,5.241244,5.34059,5.836552
280,1.9,1.890397,-142.75721,991.68625,2.006407,2.253205,3.259653
281,1,15.992144,-145.858053,973.63625,16.389308,16.135617,16.018202
282,1,12.991795,-145.858053,374.97375,13.475176,13.165451,13.021454
283,1,9.991446,-145.858053,217.70125,10.609218,10.212945,10.026861
284,1,6.991096,-145.858053,210.19875,7.844415,7.299561,7.037172
285,1,3.990747,-145.858053,375.395,5.34026,4.501902,4.06323
286,1,0.990397,-145.858053,951.0925,3.675065,2.292344,1.225592
287,1,15.992144,-141.85721,964.1475,16.018954,16.135618,16.388574
288,1,12.991795,-141.85721,375.82875,13.022206,13.165451,13.47445
289,1,9.991446,-141.85721,218.38375,10.027611,10.212945,10.608509
290,1,6.991096,-141.85721,221.14,7.037921,7.299561,7.843744
291,1,3.990747,-141.85721,373.62,4.063971,4.501902,5.339698
292,1,0.990397,-141.85721,944.8675,1.226207,2.292346,3.674862
293,1.1,15.892144,-145.758053,1107.775,16.270484,16.024275,15.915471
294,1.1,12.931795,-145.758053,395.28125,13.391547,13.091305,12.958068
295,1.1,9.971446,-145.758053,217.86375,10.557733,10.174206,10.002409
296,1.1,7.011096,-145.758053,216.62,7.818264,7.29205,7.050686
297,1.1,4.050747,-145.758053,391.18,5.320914,4.512302,4.111386
298,1.1,1.090397,-145.758053,1084.95375,3.609201,2.252793,1.273639
299,1.1,15.892144,-141.95721,1096.245,15.916223,16.024276,16.269749
300,1.1,12.931795,-141.95721,392.2875,12.958819,13.091305,13.39082
301,1.1,9.971446,-141.95721,220.41,10.003159,10.174206,10.557022
302,1.1,7.011096,-141.95721,224.6275,7.051435,7.292051,7.817589
303,1.1,4.050747,-141.95721,389.815,4.112129,4.512302,5.320341
304,1.1,1.090397,-141.95721,1078.37,1.27429,2.252794,3.608974
305,1.2,15.792144,-145.658053,1107.775,16.152025,15.913411,15.813337
306,1.2,12.871795,-145.658053,361.45,13.308414,13.017781,12.895425
307,1.2,9.951446,-145.658053,217.86375,10.506985,10.136344,9.978939
308,1.2,7.031096,-145.658053,216.62,7.79336,7.285959,7.065645
309,1.2,4.110747,-145.658053,359.3125,5.304062,4.525684,4.162253
310,1.2,1.190397,-145.658053,1084.95375,3.547755,2.221555,1.335005
311,1.2,15.792144,-142.05721,1096.245,15.814088,15.913411,16.151289
312,1.2,12.871795,-142.05721,357.47125,12.896176,13.017781,13.307686
313,1.2,9.951446,-142.05721,220.41,9.97969,10.136344,10.506272
314,1.2,7.031096,-142.05721,224.6275,7.066395,7.28596,7.792681
315,1.2,4.110747,-142.05721,356.2875,4.162998,4.525684,5.303478
316,1.2,1.190397,-142.05721,1078.37,1.335682,2.221557,3.547502
317,1.3,15.692144,-145.558053,1107.775,16.033938,15.803035,15.711811
318,1.3,12.811795,-145.558053,361.45,13.225787,12.94489,12.833535
319,1.3,9.931446,-145.558053,217.86375,10.456985,10.09937,9.956458
320,1.3,7.051096,-145.558053,216.62,7.769715,7.281292,7.082042
321,1.3,4.170747,-145.558053,359.3125,5.289728,4.542022,4.215733
322,1.3,1.290397,-145.558053,1084.95375,3.49096,2.198986,1.407949
323,1.3,15.692144,-142.15721,1096.245,15.712563,15.803035,16.033201
324,1.3,12.811795,-142.15721,357.47125,12.834287,12.94489,13.225058
325,1.3,9.931446,-142.15721,220.41,9.957209,10.099371,10.45627
326,1.3,7.051096,-142.15721,224.6275,7.082792,7.281292,7.769032
327,1.3,4.170747,-142.15721,356.2875,4.21648,4.542022,5.289134
328,1.3,1.290397,-142.15721,1078.37,1.408644,2.198987,3.490681
329,1.4,15.592144,-145.458053,1078.47375,15.916231,15.693156,15.610907
330,1.4,12.751795,-145.458053,377.6425,13.143675,12.872643,12.772411
331,1.4,9.911446,-145.458053,224.06875,10.407745,10.063294,9.934974
332,1.4,7.071096,-145.458053,220.285,7.74734,7.27805,7.099866
333,1.4,4.230747,-145.458053,372.355,5.277932,4.561284,4.271729
334,1.4,1.390397,-145.458053,1066.9525,3.439045,2.185354,1.490772
335,1.4,15.592144,-142.25721,1077.3475,15.611659,15.693156,15.915494
336,1.4,12.751795,-142.25721,373.08625,12.773162,12.872643,13.142945
337,1.4,9.911446,-142.25721,220.315,9.935725,10.063295,10.407028
338,1.4,7.071096,-142.25721,223.64125,7.100617,7.278051,7.746653
339,1.4,4.230747,-142.25721,366.865,4.272476,4.561284,5.277329
340,1.4,1.390397,-142.25721,1052.095,1.491479,2.185355,3.43874
341,1.5,15.492144,-145.358053,1078.47375,15.798913,15.583787,15.510636
342,1.5,12.691795,-145.358053,377.6425,13.062088,12.801051,12.712062
343,1.5,9.891446,-145.358053,224.06875,10.359274,10.028126,9.914492
344,1.5,7.091096,-145.358053,220.285,7.726246,7.276237,7.119106
345,1.5,4.290747,-145.358053,372.355,5.268692,4.583433,4.330141
346,1.5,1.490397,-145.358053,1066.9525,3.392236,2.180826,1.581924
347,1.5,15.492144,-142.35721,1077.3475,15.511388,15.583787,15.798175
348,1.5,12.691795,-142.35721,373.08625,12.712814,12.801051,13.061357
349,1.5,9.891446,-142.35721,220.315,9.915243,10.028126,10.358556
350,1.5,7.091096,-142.35721,223.64125,7.119857,7.276237,7.725555
351,1.5,4.290747,-142.35721,366.865,4.330888,4.583433,5.268079
352,1.5,1.490397,-142.35721,1052.095,1.582638,2.180827,3.391904
353,1.6,15.392144,-145.258053,1078.47375,15.681993,15.474936,15.41101
354,1.6,12.631795,-145.258053,377.6425,12.981037,12.730124,12.652501
355,1.6,9.871446,-145.258053,224.06875,10.311584,9.993874,9.895018
356,1.6,7.111096,-145.258053,220.285,7.706445,7.275852,7.139752
357,1.6,4.350747,-145.258053,372.355,5.262021,4.608427,4.390875
358,1.6,1.590397,-145.258053,1066.9525,3.350745,2.18546,1.680049
359,1.6,15.392144,-142.45721,1077.3475,15.411762,15.474936,15.681255
360,1.6,12.631795,-142.45721,373.08625,12.653252,12.730124,12.980304
361,1.6,9.871446,-142.45721,220.315,9.895769,9.993874,10.310864
362,1.6,7.111096,-142.45721,223.64125,7.140502,7.275853,7.70575
363,1.6,4.350747,-142.45721,366.865,4.391622,4.608428,5.261398
364,1.6,1.590397,-142.45721,1052.095,1.680766,2.185461,3.350387
365,1.7,15.292144,-145.158053,1024.89625,15.56548,15.366617,15.312042
366,1.7,12.571795,-145.158053,360.9925,12.90053,12.659874,12.593737
367,1.7,9.851446,-145.158053,228.96625,10.264686,9.960548,9.876559
368,1.7,7.131096,-145.158053,220.775,7.687945,7.276897,7.16179
369,1.7,4.410747,-145.158053,354.63375,5.257928,4.636222,4.453834
370,1.7,1.690397,-145.158053,1001.36875,3.314774,2.199197,1.783997
371,1.7,15.292144,-142.55721,1014.535,15.312793,15.366617,15.564741
372,1.7,12.571795,-142.55721,352.95,12.594489,12.659874,12.899797
373,1.7,9.851446,-142.55721,220.85625,9.87731,9.960549,10.263964
374,1.7,7.131096,-142.55721,224.84375,7.16254,7.276898,7.687247
375,1.7,4.410747,-142.55721,350.77125,4.454581,4.636222,5.257297
376,1.7,1.690397,-142.55721,991.68625,1.784714,2.199198,3.314389
377,1.8,15.192144,-145.058053,1024.89625,15.449382,15.258839,15.213744
378,1.8,12.511795,-145.058053,360.9925,12.820578,12.590313,12.535784
