Case,OverlapChecked,TableType,AVG_Lux,W01,W02,W03,W04,W05,W06
141900,False,1,1037,2.196787,1.170327,3.573116,16.014805,15.906767,16.26108
142900,False,1,1066,15.90591,16.142909,15.804618,2.16438,3.512594,1.237238
142900,False,1,358,13.008531,13.297696,12.88492,4.496868,5.279735,4.131348
142900,False,1,219,10.124358,10.493846,9.965603,7.26746,7.77623,7.047141
142900,False,1,226,7.26913,7.77623,7.047141,10.1226,10.493846,9.965603
142900,False,1,358,4.498308,5.279735,4.131348,13.006727,13.297696,12.88492
142900,False,1,1049,2.164756,3.512594,1.237238,15.90408,16.14291,15.804619
142900,False,1,1476,15.803685,15.872861,15.872702,1.200001,1.921593,1.920282
142900,False,1,419,12.883336,12.968536,12.968342,4.120349,4.385179,4.384605
142900,False,1,233,9.962987,10.07348,10.07323,7.040698,7.198885,7.198536
142900,False,1,234,7.042637,7.198886,7.198536,9.961048,10.07348,10.07323
142900,False,1,406,4.122288,4.385179,4.384605,12.881397,12.968536,12.968342
142900,False,1,1424,1.201938,1.921592,1.920282,15.801747,15.872862,15.872703
142900,False,1,1068,15.905911,15.804586,16.142566,2.162984,1.236831,3.511018
142900,False,1,356,13.008531,12.884881,13.29728,4.496196,4.131226,5.278686
142900,False,1,220,10.124359,9.965553,10.493319,7.267044,7.047069,7.775518
142900,False,1,221,7.269131,7.047069,7.775518,10.122301,9.965552,10.493318
142900,False,1,351,4.498309,4.131226,5.278686,13.006494,12.884881,13.29728
142900,False,1,1037,2.164758,1.23683,3.511018,15.90389,15.804587,16.142567
143900,False,1,1066,15.795479,16.024759,15.703036,2.141095,3.455151,1.315487
143900,False,1,358,12.935586,13.215003,12.822977,4.51327,5.2653,4.185191
143900,False,1,219,10.08734,10.443779,9.943086,7.262764,7.752518,7.063566
143900,False,1,226,7.264453,7.752518,7.063566,10.08557,10.443779,9.943085
143900,False,1,358,4.51475,5.265301,4.185192,12.933774,13.215003,12.822977
143900,False,1,1049,2.141605,3.455151,1.315486,15.793643,16.02476,15.703037
143900,False,1,1476,15.703685,15.773312,15.773152,1.300001,1.985578,1.984309
143900,False,1,419,12.823336,12.908941,12.908746,4.180349,4.441603,4.441036
143900,False,1,233,9.942987,10.053704,10.053454,7.060698,7.218447,7.218098
143900,False,1,234,7.062637,7.218447,7.218099,9.941048,10.053704,10.053453
143900,False,1,406,4.182288,4.441603,4.441037,12.821397,12.908941,12.908746
143900,False,1,1424,1.301938,1.985577,1.984309,15.701747,15.773313,15.773153
143900,False,1,1068,15.795479,15.703015,16.024424,2.139762,1.315232,3.453597
143900,False,1,356,12.935586,12.822951,13.214597,4.512638,4.185111,5.264281
143900,False,1,220,10.08734,9.943052,10.443265,7.262372,7.063519,7.751825
143900,False,1,221,7.264453,7.063519,7.751825,10.085288,9.943052,10.443264
143900,False,1,351,4.514751,4.185111,5.264281,12.933554,12.822951,13.214596
143900,False,1,1037,2.141607,1.315231,3.453596,15.793462,15.703016,16.024425
144900,False,1,1060,15.685546,15.906989,15.602075,2.126978,3.402619,1.403658
144900,False,1,374,12.863285,13.132825,12.761799,4.532615,5.253416,4.241558
144900,False,1,223,10.05122,10.394471,9.921565,7.259499,7.730078,7.081422
144900,False,1,227,7.261205,7.730078,7.081423,10.04944,10.39447,9.921565
144900,False,1,372,4.534132,5.253416,4.241558,12.861466,13.132824,12.761799
144900,False,1,1038,2.127622,3.402619,1.403657,15.683704,15.90699,15.602076
144900,False,1,1297,15.603685,15.673768,15.673608,1.400001,2.052442,2.051215
144900,False,1,419,12.763336,12.84935,12.849154,4.240349,4.49812,4.49756
144900,False,1,233,9.922987,10.033929,10.033678,7.080698,7.238011,7.237663
144900,False,1,234,7.082637,7.238012,7.237664,9.921048,10.033928,10.033677
144900,False,1,406,4.242288,4.49812,4.49756,12.761397,12.849349,12.849154
144900,False,1,1244,1.401938,2.052442,2.051215,15.601747,15.673769,15.673609
144900,False,1,1059,15.685546,15.602064,15.906662,2.125716,1.403538,3.40109
144900,False,1,370,12.863285,12.761786,13.132429,4.532023,4.241519,5.252426
144900,False,1,227,10.05122,9.921548,10.39397,7.259129,7.081399,7.729405
144900,False,1,226,7.261205,7.081399,7.729405,10.049172,9.921548,10.39397
144900,False,1,366,4.534133,4.241519,5.252426,12.861257,12.761786,13.132428
144900,False,1,1022,2.127624,1.403537,3.40109,15.683532,15.602065,15.906663
145900,False,1,1060,15.57612,15.789608,15.501747,2.122212,3.355229,1.500001
145900,False,1,374,12.791638,13.051171,12.701398,4.554864,5.244098,4.30035
145900,False,1,223,10.016008,10.345933,9.901049,7.257665,7.708922,7.100699
145900,False,1,227,7.259388,7.708922,7.100699,10.014217,10.345933,9.901048
145900,False,1,372,4.556418,5.244099,4.30035,12.789811,13.051171,12.701397
145900,False,1,1038,2.122988,3.355229,1.5,15.574272,15.789608,15.501747
145900,False,1,1297,15.503685,15.574231,15.574069,1.500001,2.121914,2.120727
145900,False,1,419,12.703336,12.789762,12.789565,4.300349,4.554725,4.554173
145900,False,1,233,9.902987,10.014154,10.013903,7.100698,7.257578,7.257231
145900,False,1,234,7.102637,7.257578,7.257231,9.901048,10.014154,10.013902
145900,False,1,406,4.302288,4.554726,4.554173,12.701397,12.789762,12.789565
145900,False,1,1244,1.501938,2.121914,2.120727,15.501747,15.574232,15.57407
145900,False,1,1059,15.57612,15.501747,15.789289,2.121026,1.5,3.353729
145900,False,1,370,12.791639,12.701398,13.050785,4.554312,4.300349,5.243138
145900,False,1,227,10.016009,9.901049,10.345446,7.257318,7.100698,7.708269
145900,False,1,226,7.259389,7.100699,7.708269,10.013966,9.901048,10.345446
145900,False,1,366,4.556419,4.30035,5.243139,12.789615,12.701397,13.050785
145900,False,1,1022,2.12299,1.5,3.353729,15.574111,15.501747,15.78929
146900,False,1,1060,15.467214,15.672623,15.402063,2.126859,3.313203,1.603044
146900,False,1,374,12.720658,12.970052,12.641783,4.579976,5.237362,4.361467
146900,False,1,223,9.981714,10.298176,9.881542,7.257264,7.689061,7.121383
146900,False,1,227,7.259004,7.689061,7.121383,9.979912,10.298176,9.881542
146900,False,1,372,4.581565,5.237362,4.361467,12.718823,12.970052,12.641783
146900,False,1,1038,2.127765,3.313202,1.603043,15.46536,15.672624,15.402064
146900,False,1,1297,15.403685,15.474699,15.474537,1.600001,2.193746,2.192598
146900,False,1,419,12.643336,12.730179,12.729981,4.360349,4.611417,4.610871
146900,False,1,233,9.882987,9.99438,9.994128,7.120698,7.277147,7.276801
146900,False,1,234,7.122637,7.277147,7.276801,9.881048,9.99438,9.994128
146900,False,1,406,4.362288,4.611417,4.610871,12.641397,12.730179,12.729981
146900,False,1,1244,1.601938,2.193745,2.192597,15.401747,15.4747,15.474537
146900,False,1,1059,15.467214,15.402074,15.672312,2.125755,1.603148,3.311734
146900,False,1,370,12.720658,12.641796,12.969677,4.579463,4.361506,5.236433
146900,False,1,227,9.981714,9.881559,10.297704,7.25694,7.121406,7.688428
146900,False,1,226,7.259005,7.121407,7.688428,9.979677,9.881559,10.297703
146900,False,1,366,4.581566,4.361506,5.236433,12.718638,12.641796,12.969676
146900,False,1,1022,2.127766,1.603148,3.311733,15.465208,15.402075,15.672313
147900,False,1,999,15.358837,15.556044,15.303037,2.140859,3.276745,1.711578
147900,False,1,353,12.650354,12.889477,12.582967,4.607903,5.233216,4.424815
147900,False,1,226,9.948347,10.251212,9.863051,7.258295,7.670504,7.143464
147900,False,1,229,7.260052,7.670504,7.143464,9.946535,10.251211,9.863051
147900,False,1,354,4.609526,5.233216,4.424815,12.648511,12.889477,12.582967
147900,False,1,980,2.141889,3.276745,1.711577,15.356977,15.556045,15.303038
147900,False,1,1130,15.303685,15.375174,15.37501,1.700001,2.267712,2.266602
147900,False,1,379,12.583336,12.670599,12.6704,4.420349,4.668191,4.667652
147900,False,1,227,9.862987,9.974608,9.974355,7.140698,7.296718,7.296373
147900,False,1,232,7.142637,7.296718,7.296373,9.861048,9.974607,9.974355
147900,False,1,369,4.422288,4.668191,4.667652,12.581397,12.670599,12.6704
147900,False,1,1087,1.701938,2.267712,2.266601,15.301747,15.375175,15.375011
147900,False,1,994,15.358837,15.303059,15.555742,2.13984,1.711773,3.275311
147900,False,1,353,12.650354,12.582994,12.889113,4.607429,4.42489,5.232318
147900,False,1,227,9.948348,9.863085,10.250753,7.257995,7.14351,7.669892
147900,False,1,225,7.260053,7.143511,7.669892,9.946315,9.863085,10.250753
147900,False,1,347,4.609526,4.424891,5.232318,12.648339,12.582994,12.889113
147900,False,1,970,2.14189,1.711773,3.275311,15.356835,15.30306,15.555743
148900,False,1,999,15.251002,15.43988,15.204682,2.16403,3.246045,1.824622
148900,False,1,353,12.580738,12.809458,12.524961,4.638594,5.231667,4.490298
148900,False,1,225,9.915917,10.20505,9.845582,7.260759,7.653261,7.166927
148900,False,1,227,7.262533,7.653261,7.166928,9.914094,10.20505,9.845582
148900,False,1,354,4.64025,5.231667,4.490298,12.578888,12.809457,12.524961
148900,False,1,980,2.165177,3.246045,1.824622,15.249136,15.439881,15.204682
148900,False,1,1130,15.203685,15.275654,15.27549,1.800001,2.343613,2.342538
148900,False,1,379,12.523336,12.611024,12.610824,4.480349,4.725045,4.724512
148900,False,1,221,9.842987,9.954836,9.954583,7.160698,7.316291,7.315947
148900,False,1,231,7.162637,7.316292,7.315947,9.841048,9.954836,9.954583
148900,False,1,369,4.482288,4.725045,4.724512,12.521397,12.611023,12.610824
148900,False,1,1087,1.801938,2.343612,2.342537,15.201747,15.275655,15.27549
148900,False,1,994,15.251002,15.204715,15.439587,2.1631,1.824898,3.244649
148900,False,1,353,12.580738,12.525001,12.809104,4.63816,4.49041,5.230801
148900,False,1,220,9.915917,9.845633,10.204606,7.260482,7.166997,7.652669
148900,False,1,228,7.262533,7.166998,7.65267,9.913891,9.845633,10.204606
148900,False,1,347,4.64025,4.49041,5.230801,12.578728,12.525001,12.809104
148900,False,1,970,2.165178,1.824897,3.244649,15.249004,15.204716,15.439588
149900,False,1,999,15.143719,15.324141,15.10701,2.196082,3.221266,1.94139
149900,False,1,353,12.511822,12.730003,12.467775,4.671996,5.232717,4.557825
149900,False,1,225,9.884432,10.159702,9.82914,7.264654,7.637341,7.191761
149900,False,1,227,7.266444,7.637342,7.191761,9.882599,10.159702,9.82914
149900,False,1,354,4.673683,5.232717,4.557825,12.509964,12.730003,12.467775
149900,False,1,980,2.197338,3.221266,1.941389,15.141848,15.324142,15.107011
149900,False,1,1130,15.103685,15.176141,15.175976,1.900001,2.421264,2.420224
149900,False,1,379,12.463336,12.551452,12.551251,4.540349,4.781976,4.781449
149900,False,1,221,9.822987,9.935065,9.934811,7.180698,7.335867,7.335524
149900,False,1,231,7.182637,7.335867,7.335524,9.821048,9.935065,9.934811
149900,False,1,369,4.542288,4.781976,4.781449,12.461397,12.551452,12.551251
149900,False,1,1087,1.901938,2.421263,2.420223,15.101747,15.176142,15.175976
149900,False,1,994,15.14372,15.107054,15.323857,2.195241,1.941735,3.219912
149900,False,1,353,12.511822,12.467829,12.729661,4.671601,4.557972,5.231883
149900,False,1,220,9.884433,9.829208,10.159273,7.2644,7.191854,7.63677
149900,False,1,228,7.266444,7.191854,7.63677,9.882412,9.829208,10.159273
149900,False,1,347,4.673683,4.557972,5.231883,12.509816,12.467829,12.72966
149900,False,1,970,2.197339,1.941734,3.219911,15.141726,15.107055,15.323857
150900,False,1,967,16.128225,16.380315,16.009596,2.237195,3.641267,1.118599
150900,False,1,406,13.650763,13.948051,13.510757,4.032007,4.950845,3.536001
150900,False,1,239,11.183468,11.544888,11.012578,6.325506,6.94736,6.021482
150900,False,1,198,8.734958,9.193676,8.515639,8.733263,9.193676,8.515639
150900,False,1,235,6.32708,6.94736,6.021483,11.181711,11.544888,11.012578
150900,False,1,400,4.033274,4.950845,3.536001,13.648968,13.948051,13.510757
150900,False,1,958,2.237311,3.641267,1.118598,16.126406,16.380316,16.009597
150900,False,1,1648,16.003685,16.071976,16.071819,1.000001,1.803474,1.802078
150900,False,1,509,13.503394,13.584617,13.584432,3.500292,3.808485,3.807824
150900,False,1,260,11.003103,11.103069,11.102842,6.000582,6.185427,6.18502
150900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
150900,False,1,264,6.002521,6.185427,6.18502,11.001164,11.103069,11.102842
150900,False,1,501,3.50223,3.808485,3.807824,13.501455,13.584617,13.584432
150900,False,1,1606,1.001938,1.803474,1.802077,16.001747,16.071977,16.07182
150900,False,1,972,16.128225,16.009543,16.379956,2.235695,1.117848,3.639654
150900,False,1,406,13.650764,13.510695,13.94763,4.031175,3.535763,4.949658
150900,False,1,235,11.183469,11.012502,11.54438,6.324976,6.021343,6.946515
150900,False,1,205,8.734959,8.515541,9.193037,8.732879,8.515541,9.193037
150900,False,1,241,6.327081,6.021343,6.946515,11.181411,11.012502,11.544379
150900,False,1,403,4.033275,3.535764,4.949659,13.648723,13.510695,13.94763
150900,False,1,948,2.237313,1.117847,3.639654,16.126198,16.009544,16.379957
151900,False,1,1066,16.016829,16.26143,15.906808,2.196541,3.574713,1.170902
151900,False,1,433,13.570456,13.858649,13.440781,4.042026,4.928667,3.589456
151900,False,1,244,11.133169,11.483114,10.975169,6.326367,6.926522,6.047243
151900,False,1,202,8.712601,9.156059,8.510339,8.710892,9.156059,8.510338
151900,False,1,241,6.327965,6.926522,6.047243,11.131402,11.483114,10.975169
151900,False,1,426,4.043342,4.928667,3.589456,13.568653,13.858648,13.44078
151900,False,1,1049,2.196785,3.574713,1.170901,16.015004,16.261431,15.906809
151900,False,1,1476,15.903685,15.972416,15.972258,1.100001,1.860785,1.859431
151900,False,1,509,13.436728,13.518361,13.518175,3.566958,3.869845,3.869195
151900,False,1,260,10.96977,11.070043,11.069815,6.033915,6.217769,6.217364
151900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
151900,False,1,264,6.035854,6.217769,6.217364,10.967831,11.070043,11.069815
151900,False,1,501,3.568896,3.869846,3.869195,13.434789,13.518361,13.518175
151900,False,1,1424,1.101938,1.860784,1.859431,15.901747,15.972416,15.972259
151900,False,1,1068,16.016829,15.906766,16.26108,2.195089,1.170328,3.573117
151900,False,1,430,13.570456,13.440731,13.858237,4.041237,3.589269,4.927509
151900,False,1,242,11.13317,10.975108,11.482617,6.325864,6.047132,6.925698
151900,False,1,211,8.712601,8.51026,9.155436,8.710526,8.510259,9.155436
151900,False,1,248,6.327965,6.047132,6.925699,11.131116,10.975108,11.482617
151900,False,1,428,4.043344,3.589269,4.927509,13.568419,13.44073,13.858237
151900,False,1,1037,2.196787,1.170327,3.573116,16.014805,15.906767,16.26108
152900,False,1,1066,15.90591,16.142909,15.804618,2.16438,3.512594,1.237238
152900,False,1,433,13.49074,13.769714,13.371517,4.055584,4.909332,3.646092
152900,False,1,244,11.083644,11.421977,10.938647,6.328985,6.907231,6.074724
152900,False,1,202,8.691337,9.119384,8.50621,8.689614,9.119384,8.50621
152900,False,1,241,6.330604,6.90723,6.074723,11.081868,11.421978,10.938648
152900,False,1,426,4.056949,4.909333,3.646092,13.48893,13.769714,13.371517
152900,False,1,1049,2.164756,3.512594,1.237238,15.90408,16.14291,15.804619
152900,False,1,1476,15.803685,15.872861,15.872702,1.200001,1.921593,1.920282
152900,False,1,509,13.370061,13.452108,13.451921,3.633625,3.931379,3.930739
152900,False,1,260,10.936436,11.037018,11.036789,6.067249,6.250123,6.24972
152900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
152900,False,1,264,6.069187,6.250122,6.249719,10.934498,11.037018,11.03679
152900,False,1,501,3.635563,3.93138,3.930739,13.368122,13.452108,13.451921
152900,False,1,1424,1.201938,1.921592,1.920282,15.801747,15.872862,15.872703
152900,False,1,1068,15.905911,15.804586,16.142566,2.162984,1.236831,3.511018
152900,False,1,430,13.49074,13.371479,13.769312,4.05484,3.645953,4.908205
152900,False,1,242,11.083644,10.938601,11.421492,6.328508,6.074641,6.906429
152900,False,1,211,8.691337,8.506151,9.118777,8.689266,8.506151,9.118777
152900,False,1,248,6.330605,6.07464,6.906428,11.081595,10.938602,11.421493
152900,False,1,428,4.05695,3.645954,4.908205,13.488706,13.371479,13.769312
152900,False,1,1037,2.164758,1.23683,3.511018,15.90389,15.804587,16.142567
153900,False,1,1066,15.795479,16.024759,15.703036,2.141095,3.455151,1.315487
153900,False,1,433,13.411627,13.681257,13.302978,4.072646,4.892875,3.705761
153900,False,1,244,11.034903,11.36149,10.903022,6.333355,6.889497,6.103901
153900,False,1,202,8.671173,9.083662,8.503256,8.669437,9.083662,8.503256
153900,False,1,241,6.334998,6.889497,6.103902,11.033117,11.36149,10.903022
153900,False,1,426,4.074057,4.892875,3.705761,13.40981,13.681257,13.302978
153900,False,1,1049,2.141605,3.455151,1.315486,15.793643,16.02476,15.703037
153900,False,1,1476,15.703685,15.773312,15.773152,1.300001,1.985578,1.984309
153900,False,1,509,13.303394,13.38586,13.385672,3.700292,3.993078,3.992448
153900,False,1,260,10.903103,11.003995,11.003766,6.100582,6.282485,6.282085
153900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
153900,False,1,264,6.102521,6.282486,6.282085,10.901164,11.003995,11.003766
153900,False,1,501,3.70223,3.993079,3.992448,13.301455,13.385859,13.385671
153900,False,1,1424,1.301938,1.985577,1.984309,15.701747,15.773313,15.773153
153900,False,1,1068,15.795479,15.703015,16.024424,2.139762,1.315232,3.453597
153900,False,1,430,13.411627,13.302953,13.680864,4.071945,3.70567,4.891777
153900,False,1,242,11.034904,10.902991,11.361018,6.332905,6.103846,6.888718
153900,False,1,211,8.671174,8.503216,9.083071,8.669108,8.503216,9.083071
153900,False,1,248,6.334998,6.103846,6.888718,11.032859,10.902991,11.361017
153900,False,1,428,4.074058,3.70567,4.891778,13.409597,13.302953,13.680864
153900,False,1,1037,2.141607,1.315231,3.453596,15.793462,15.703016,16.024425
154900,False,1,1060,15.685546,15.906989,15.602075,2.126978,3.402619,1.403658
154900,False,1,456,13.333129,13.593288,13.235177,4.093165,4.879322,3.768318
154900,False,1,248,10.986958,11.301663,10.868303,6.339476,6.873335,6.134751
154900,False,1,206,8.652119,9.048904,8.501477,8.650369,9.048904,8.501476
154900,False,1,249,6.34114,6.873335,6.134751,10.985162,11.301662,10.868303
154900,False,1,449,4.094621,4.879322,3.768318,13.331305,13.593288,13.235177
154900,False,1,1038,2.127622,3.402619,1.403657,15.683704,15.90699,15.602076
154900,False,1,1297,15.603685,15.673768,15.673608,1.400001,2.052442,2.051215
154900,False,1,509,13.236728,13.319616,13.319427,3.766957,4.054934,4.054313
154900,False,1,260,10.86977,10.970975,10.970745,6.133915,6.314858,6.31446
154900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
154900,False,1,264,6.135854,6.314859,6.31446,10.867831,10.970974,10.970745
154900,False,1,501,3.768896,4.054934,4.054313,13.234789,13.319616,13.319427
154900,False,1,1244,1.401938,2.052442,2.051215,15.601747,15.673769,15.673609
154900,False,1,1059,15.685546,15.602064,15.906662,2.125716,1.403538,3.40109
154900,False,1,456,13.333129,13.235164,13.592905,4.092509,3.768273,4.878256
154900,False,1,244,10.986959,10.868288,11.301202,6.339052,6.134724,6.872578
154900,False,1,218,8.652119,8.501457,9.048329,8.650059,8.501457,9.048329
154900,False,1,250,6.34114,6.134724,6.872578,10.984918,10.868288,11.301202
154900,False,1,450,4.094622,3.768274,4.878256,13.331103,13.235164,13.592905
154900,False,1,1022,2.127624,1.403537,3.40109,15.683532,15.602065,15.906663
155900,False,1,1060,15.57612,15.789608,15.501747,2.122212,3.355229,1.500001
155900,False,1,413,13.255255,13.505814,13.168123,4.117093,4.8687,3.833625
155900,False,1,248,10.939818,11.242504,10.834498,6.347342,6.858756,6.16725
155900,False,1,206,8.634181,9.015121,8.500874,8.632417,9.015121,8.500873
155900,False,1,249,6.349026,6.858755,6.167249,10.938013,11.242505,10.834498
155900,False,1,407,4.118593,4.8687,3.833625,13.253423,13.505814,13.168122
155900,False,1,1038,2.122988,3.355229,1.5,15.574272,15.789608,15.501747
155900,False,1,1297,15.503685,15.574231,15.574069,1.500001,2.121914,2.120727
155900,False,1,461,13.170061,13.253376,13.253186,3.833624,4.11694,4.116328
155900,False,1,260,10.836436,10.937955,10.937725,6.167249,6.347242,6.346846
155900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
155900,False,1,264,6.169187,6.347241,6.346845,10.834498,10.937956,10.937725
155900,False,1,448,3.835563,4.11694,4.116329,13.168122,13.253376,13.253186
155900,False,1,1244,1.501938,2.121914,2.120727,15.501747,15.574232,15.57407
155900,False,1,1059,15.57612,15.501747,15.789289,2.121026,1.5,3.353729
155900,False,1,410,13.255255,13.168123,13.505441,4.116482,3.833624,4.867666
155900,False,1,244,10.939818,10.834498,11.242057,6.346945,6.167249,6.858022
155900,False,1,218,8.634181,8.500874,9.014563,8.632126,8.500873,9.014563
155900,False,1,250,6.349027,6.167249,6.858021,10.937783,10.834498,11.242057
155900,False,1,405,4.118594,3.833625,4.867666,13.253233,13.168122,13.505441
155900,False,1,1022,2.12299,1.5,3.353729,15.574111,15.501747,15.78929
156900,False,1,1060,15.467214,15.672623,15.402063,2.126859,3.313203,1.603044
156900,False,1,413,13.178017,13.418847,13.101828,4.14437,4.861027,3.901541
156900,False,1,248,10.893494,11.184027,10.801616,6.356945,6.845767,6.201369
156900,False,1,206,8.617366,8.982325,8.501447,8.615589,8.982325,8.501447
156900,False,1,249,6.358651,6.845768,6.201369,10.89168,11.184027,10.801616
156900,False,1,407,4.145911,4.861027,3.901541,13.176178,13.418847,13.101827
156900,False,1,1038,2.127765,3.313202,1.603043,15.46536,15.672624,15.402064
156900,False,1,1297,15.403685,15.474699,15.474537,1.600001,2.193746,2.192598
156900,False,1,461,13.103394,13.18714,13.186949,3.900291,4.17909,4.178487
156900,False,1,260,10.803103,10.904938,10.904707,6.200582,6.379635,6.37924
156900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
156900,False,1,264,6.202521,6.379635,6.37924,10.801164,10.904938,10.904707
156900,False,1,448,3.90223,4.17909,4.178487,13.101455,13.18714,13.186949
156900,False,1,1244,1.601938,2.193745,2.192597,15.401747,15.4747,15.474537
156900,False,1,1059,15.467214,15.402074,15.672312,2.125755,1.603148,3.311734
156900,False,1,410,13.178017,13.10184,13.418484,4.143803,3.901584,4.860026
156900,False,1,244,10.893495,10.801631,11.183592,6.356576,6.201395,6.845057
156900,False,1,218,8.617366,8.501467,8.981783,8.615317,8.501466,8.981783
156900,False,1,250,6.358652,6.201396,6.845057,10.891464,10.801631,11.183592
156900,False,1,405,4.145912,3.901584,4.860026,13.176,13.10184,13.418484
156900,False,1,1022,2.127766,1.603148,3.311733,15.465208,15.402075,15.672313
157900,False,1,999,15.358837,15.556044,15.303037,2.140859,3.276745,1.711578
157900,False,1,428,13.101427,13.332397,13.036305,4.174929,4.856316,3.971933
157900,False,1,241,10.847997,11.126242,10.769666,6.368279,6.834381,6.237083
157900,False,1,211,8.601681,8.950526,8.503196,8.599891,8.950526,8.503196
157900,False,1,240,6.370006,6.834381,6.237083,10.846173,11.126242,10.769665
157900,False,1,422,4.176509,4.856317,3.971933,13.099581,13.332396,13.036304
157900,False,1,980,2.141889,3.276745,1.711577,15.356977,15.556045,15.303038
157900,False,1,1130,15.303685,15.375174,15.37501,1.700001,2.267712,2.266602
157900,False,1,461,13.036728,13.120909,13.120717,3.966957,4.241376,4.240782
157900,False,1,251,10.76977,10.871923,10.871692,6.233915,6.412037,6.411644
157900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
157900,False,1,246,6.235854,6.412037,6.411645,10.767831,10.871923,10.871691
157900,False,1,448,3.968896,4.241376,4.240782,13.034789,13.120909,13.120717
157900,False,1,1087,1.701938,2.267712,2.266601,15.301747,15.375175,15.375011
157900,False,1,994,15.358837,15.303059,15.555742,2.13984,1.711773,3.275311
157900,False,1,429,13.101427,13.03633,13.332044,4.174406,3.972017,4.855349
157900,False,1,242,10.847998,10.769697,11.12582,6.367937,6.237136,6.833693
157900,False,1,221,8.601681,8.503236,8.950001,8.599637,8.503236,8.950001
157900,False,1,241,6.370006,6.237136,6.833694,10.845972,10.769696,11.125819
157900,False,1,420,4.17651,3.972017,4.855349,13.099414,13.03633,13.332044
157900,False,1,970,2.14189,1.711773,3.275311,15.356835,15.30306,15.555743
158900,False,1,999,15.251002,15.43988,15.204682,2.16403,3.246045,1.824622
158900,False,1,428,13.025494,13.246472,12.971563,4.2087,4.854578,4.044672
158900,False,1,241,10.803336,11.069157,10.738654,6.381335,6.824604,6.274365
158900,False,1,211,8.587131,8.919734,8.506121,8.585329,8.919734,8.506121
158900,False,1,240,6.383081,6.824603,6.274365,10.801504,11.069158,10.738655
158900,False,1,422,4.210318,4.854579,4.044672,13.023641,13.246471,12.971563
158900,False,1,980,2.165177,3.246045,1.824622,15.249136,15.439881,15.204682
158900,False,1,1130,15.203685,15.275654,15.27549,1.800001,2.343613,2.342538
158900,False,1,461,12.970061,13.054682,13.054489,4.033624,4.303794,4.303209
158900,False,1,251,10.736436,10.838909,10.838677,6.267249,6.44445,6.444059
158900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
158900,False,1,246,6.269187,6.444449,6.444058,10.734498,10.83891,10.838678
158900,False,1,448,4.035563,4.303794,4.303209,12.968122,13.054682,13.054489
158900,False,1,1087,1.801938,2.343612,2.342537,15.201747,15.275655,15.27549
158900,False,1,994,15.251002,15.204715,15.439587,2.1631,1.824898,3.244649
158900,False,1,429,13.025494,12.971602,13.24613,4.208221,4.044796,4.853645
158900,False,1,242,10.803337,10.738701,11.068748,6.38102,6.274445,6.82394
158900,False,1,221,8.587132,8.50618,8.919226,8.585095,8.50618,8.919226
158900,False,1,241,6.383081,6.274445,6.82394,10.801317,10.738701,11.068749
158900,False,1,420,4.210319,4.044796,4.853645,13.023486,12.971602,13.246129
158900,False,1,970,2.165178,1.824897,3.244649,15.249004,15.204716,15.439588
159900,False,1,999,15.143719,15.324141,15.10701,2.196082,3.221266,1.94139
159900,False,1,407,12.950232,13.161083,12.907616,4.245605,4.855815,4.119634
159900,False,1,241,10.759524,11.012787,10.708591,6.396101,6.816443,6.313187
159900,False,1,211,8.573724,8.889961,8.51022,8.571909,8.889961,8.51022
159900,False,1,240,6.397867,6.816443,6.313187,10.757681,11.012787,10.708591
159900,False,1,405,4.24726,4.855816,4.119634,12.948372,13.161083,12.907616
159900,False,1,980,2.197338,3.221266,1.941389,15.141848,15.324142,15.107011
159900,False,1,1130,15.103685,15.176141,15.175976,1.900001,2.421264,2.420224
159900,False,1,440,12.903394,12.988459,12.988265,4.100291,4.366338,4.365761
159900,False,1,251,10.703103,10.805898,10.805665,6.300582,6.476871,6.476482
159900,False,1,224,8.502812,8.632344,8.632053,8.500873,8.632344,8.632053
159900,False,1,246,6.302521,6.476871,6.476482,10.701164,10.805898,10.805665
159900,False,1,427,4.10223,4.366338,4.365762,12.901455,12.988459,12.988265
159900,False,1,1087,1.901938,2.421263,2.420223,15.101747,15.176142,15.175976
159900,False,1,994,15.14372,15.107054,15.323857,2.195241,1.941735,3.219912
159900,False,1,409,12.950232,12.907668,13.160752,4.24517,4.119797,4.854917
159900,False,1,242,10.759524,10.708653,11.012391,6.395813,6.313293,6.815803
159900,False,1,221,8.573724,8.510299,8.88947,8.571694,8.510299,8.88947
159900,False,1,241,6.397867,6.313294,6.815803,10.757509,10.708653,11.012391
159900,False,1,402,4.247261,4.119797,4.854917,12.948229,12.907668,13.160752
159900,False,1,970,2.197339,1.941734,3.219911,15.141726,15.107055,15.323857
160900,False,1,967,16.128225,16.380315,16.009596,2.237195,3.641267,1.118599
